Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
SWAP70,202.72871,180.50269,77.52541,74.88548,47.20598,55.662163,244.7267,177.5955,71.73482,136.13315,99.54458,63.398315,56.94478,89.836395,101.707855,59.25859,51.522156,84.14569,45.54243,125.024765,58.365448,79.21919,70.01869,71.33719,66.008316,63.504787,175.88951,92.01953,238.37137,59.330532
MTRNR2L8,1506.5605,4017.2134,459.05334,3588.7864,2710.222,3280.8032,1140.0149,2915.6816,2788.6458,800.5626,2477.3782,1096.2881,2840.5317,705.3039,1215.2158,2314.8438,1131.2317,703.86847,2957.0469,2928.566,387.4137,1195.9944,1242.5825,1459.1309,1670.7874,599.89014,686.75476,1340.3123,515.8179,2872.4434
LDHA,5259.8843,1580.0676,4809.4385,1041.542,3969.2295,746.3117,2499.1282,792.76984,1763.5433,1562.0354,2355.3403,1953.8749,754.3803,3040.1611,4447.1885,1299.143,2679.3843,3359.5005,8474.236,6965.8105,3631.74,5075.245,2515.906,2694.8433,6100.031,2483.6733,2800.0342,1850.5159,3770.6294,6440.5913
SVIP,5523.4546,1678.2384,1517.524,3796.8923,2482.9102,2662.4944,2313.2014,2186.1804,1109.0249,1551.8674,5417.423,2663.5146,7109.0947,2737.0957,2132.313,2815.6943,1318.0684,3754.4478,3662.1128,952.1172,3220.5332,3905.1294,2223.1094,5899.3174,5292.568,1568.4706,1266.5885,4556.0747,974.7868,4333.2744
LINC00294,26.794022,27.729511,98.90013,24.585697,35.724922,40.567085,27.797722,68.186806,28.420666,49.47383,62.988033,77.997826,51.748383,21.841562,74.046265,87.76724,32.010647,43.07939,51.94931,42.273376,24.930702,29.023499,25.65567,63.26683,36.986137,31.528343,32.49856,29.419128,28.767262,24.610512
CD59,571.2223,1456.3074,1044.2068,1471.8743,661.6915,1300.7726,1580.9888,651.4617,2304.8,743.25616,2189.4014,304.88522,423.16528,413.54352,926.6334,429.8431,362.80743,845.8538,2815.847,813.6479,2096.702,371.6644,2741.0906,452.68597,2281.7349,2042.5483,1742.3011,1302.1166,358.05823,2270.5134
LMO2,1431.6292,5929.616,7242.738,1855.7341,2699.7341,1963.3456,1161.7676,6109.849,855.95544,4230.128,2146.3037,3617.606,5174.7754,1464.3616,5607.3613,2433.9973,6410.515,5288.632,1899.8486,1467.2632,1839.942,8337.128,746.5273,857.1526,1380.7035,3326.7764,2021.1947,2110.7144,2544.2314,3126.518
C11orf96,45.627193,41.559074,32.497902,46.956375,35.49044,39.87993,39.51483,49.20707,43.710526,95.69759,124.93057,29.430225,47.609097,21.946522,35.713493,88.35518,17.931826,56.095623,39.22131,200.8678,22.199106,104.30202,102.85614,137.78818,40.830257,134.29944,17.493683,102.18823,60.39081,18.531889
CD82,96.413864,64.10868,45.680313,90.48932,153.8569,46.722294,45.16928,41.633537,79.455215,76.9306,106.641685,47.029846,40.16282,45.31154,53.971817,74.65263,69.49321,97.669205,66.09949,126.534706,30.663277,76.33516,84.051544,53.82372,60.29722,90.778984,62.676155,42.64081,106.32291,31.547121
MDK,1442.0458,2324.0825,4957.084,2758.8901,3173.9077,1559.1306,7675.53,11860.314,16198.061,3353.145,2361.072,5211.0586,4123.8335,2454.732,11969.977,4345.9297,2277.1846,2081.2012,7736.459,6835.2266,10194.845,8113.5806,7700.454,11165.252,4000.0547,1851.5576,1119.4033,4555.0684,1306.1794,2920.7769
SPI1,536.5559,786.64215,1181.2114,736.1826,863.8801,996.57416,1016.5399,545.4832,887.1236,448.12268,504.15195,677.2979,1182.2153,1707.7262,1121.3284,1470.7205,914.6055,2054.0605,518.94464,515.03546,513.9327,1291.4596,717.1947,2434.0781,568.1447,1498.8555,669.44653,437.6247,913.7572,1377.8253
PRG3,57.08705,57.621376,29.999136,10.735211,39.06584,62.58062,12.376287,13.87511,55.06359,22.378908,32.5734,17.110493,82.68355,29.049313,65.00431,13.136494,87.8791,53.75229,58.35755,27.544834,39.87797,38.052166,21.555357,181.63435,72.23587,34.288467,18.638273,11.982363,41.43788,119.32433
PRG2,114.9762,33.764893,72.25214,24.92491,103.09685,58.761402,36.355614,24.621138,28.822842,30.420956,32.468742,34.91535,78.179756,40.38936,91.7567,48.749672,101.61267,33.85649,95.36982,28.646427,80.55792,51.363403,22.472406,170.9235,25.069391,50.288406,22.482693,27.299608,56.860664,113.52166
YPEL4,37.662987,49.32382,38.84539,20.793785,39.12217,56.548355,47.3638,61.837948,31.638762,42.072083,33.6994,23.31406,39.031315,23.09351,27.095087,20.49765,11.8959255,12.685722,12.324957,14.758454,34.253227,17.78471,26.471092,41.673954,14.7182,51.164196,66.63165,58.884922,30.511047,48.857506
MS4A3,253.83353,1291.9305,180.40784,341.2366,1447.2418,2106.6528,225.12308,314.84314,1418.8835,230.41714,2164.8025,1195.8213,704.61145,644.4173,578.6916,192.69125,323.90555,281.00232,491.6133,377.8269,324.57056,593.5506,1146.8473,457.17337,320.87296,1051.0305,259.7536,427.41498,331.31378,256.40234
MS4A4A,880.3225,456.68484,1345.0194,956.1465,802.92596,362.32422,1536.2668,981.9923,229.9558,539.38763,1128.4924,378.8422,874.97003,429.73447,895.7379,299.1765,1053.155,1929.0054,840.1005,807.0318,259.6145,702.20593,190.4744,716.97437,870.72656,257.711,404.49768,363.12708,554.9516,200.02191
PGA5,23.788961,11.833275,14.289732,15.783969,28.455624,15.613352,15.080893,17.745949,69.6875,34.476986,29.174755,18.579391,10.307626,20.96167,21.88738,17.9512,14.257688,15.320689,24.743046,28.584564,11.963966,12.4984,9.776945,20.099926,18.386353,14.055742,31.758677,22.486015,17.516083,12.076677
TKFC,338.7661,271.1573,404.0409,156.15686,191.63472,461.64258,898.9184,817.13293,554.08295,1043.5103,451.60678,884.0994,345.8993,137.56406,304.4701,221.74466,179.96411,2097.0085,376.9525,176.59966,338.25342,414.8305,197.25542,354.7433,713.9181,335.8251,444.46463,414.03262,209.1259,669.13135
FADS1,1756.7523,1120.7051,1642.0675,1473.7831,2194.3286,5874.574,2401.1658,582.5805,1940.5967,673.1227,2804.4067,3953.211,1459.6573,2192.4766,531.5436,2630.593,2141.4453,3843.9492,667.3207,806.22925,575.88434,884.5785,2716.73,3360.351,481.8003,543.6715,1579.3052,1112.1338,2538.3628,1436.0957
SLC3A2,2440.4966,718.01953,890.2323,785.25165,550.714,1527.2393,680.26404,4627.9155,1033.6982,1259.2211,578.9316,1373.3943,870.7652,583.1786,3970.8755,1141.8063,1103.8176,528.5922,1425.6276,1245.4141,2518.623,1026.5968,599.65283,1632.2048,819.9299,1183.9226,1619.7518,668.32306,1430.0486,485.07068
LGALS12,88.57611,63.42454,95.27153,130.56522,196.6695,90.53643,53.644566,81.74971,135.15741,188.26234,206.07066,48.862236,75.87311,109.69699,104.91095,79.95638,83.311356,53.651978,90.42441,136.97775,61.58994,75.54201,123.611984,47.47367,255.6617,192.27126,369.6754,193.46646,60.141254,274.7776
PLA2G16,198.06432,691.88116,265.95624,160.77393,236.52977,220.63905,636.9257,568.8217,308.79657,224.6605,178.4778,226.4357,274.6195,176.78235,192.72842,212.3732,746.6544,299.0091,181.67404,162.84549,168.54282,325.53018,294.83707,145.76645,548.8565,335.6551,171.08786,447.96765,331.47183,742.5464
DNAJC4,232.00034,796.027,332.22717,891.0383,1557.8882,208.41187,771.23737,994.34894,812.30396,244.32008,556.48425,335.44708,291.9745,500.6445,380.865,526.2272,191.38885,229.426,277.22983,179.70685,243.25537,463.61392,219.98041,355.2517,711.24854,429.3751,1099.3715,556.9935,1706.7002,201.92906
ATG2A,133.3706,208.52376,340.8863,477.03876,555.54175,232.76898,294.92883,583.1012,269.1118,184.66946,205.44064,368.09995,279.5492,159.80408,642.1286,453.23032,908.1032,379.48007,212.37509,515.1115,257.559,143.2081,96.719025,114.58836,256.9812,196.7979,346.10944,187.3486,346.80267,352.17114
AP003068.23,498.9704,660.48254,270.2049,198.57652,561.4033,158.34526,538.8006,1050.7916,129.6838,156.6479,631.5241,288.5085,180.70337,187.16153,218.09013,233.24918,723.1557,996.4534,113.7612,233.23088,348.0348,223.65999,121.40666,889.6332,267.84543,128.54791,142.6491,169.44429,770.57947,434.46405
TIGD3,50.627514,22.917889,32.34607,34.65164,59.65868,45.207138,18.867315,17.55384,23.591373,28.121511,33.95597,17.401342,26.855598,22.487322,32.804203,30.275513,70.1194,20.38447,31.26263,60.160576,17.980785,37.044586,19.920082,19.19992,36.199226,44.178715,85.07155,40.233475,15.3197975,17.06698
SLC25A45,201.50401,189.35567,146.96037,61.84491,154.7926,110.330894,78.48742,102.11017,182.3601,114.08626,332.3821,112.61624,224.55878,65.56299,67.96278,86.36308,71.54155,87.1572,85.931915,205.56946,93.48448,100.68176,276.25137,130.51352,139.2162,165.5515,316.65918,148.50638,165.28831,288.03644
NEAT1,8855.445,6563.329,12852.993,11458.138,29915.652,3629.9238,16385.79,22873.078,19372.117,11500.812,5194.254,23926.312,6700.538,13617.443,15568.369,12876.569,3294.7417,3289.4958,25427.84,17237.416,5445.2227,6734.496,16347.789,8583.389,25966.607,8841.273,13157.547,4450.6733,16611.303,15366.024
CMB9-22P13.1,281.823,123.288925,432.6556,144.12439,457.71405,371.57227,142.28531,170.68071,348.85126,563.55725,385.05313,144.25249,273.88162,301.86325,161.40656,331.8188,513.73615,420.6173,266.8977,254.4089,141.68684,95.7445,664.38184,119.18912,831.85266,206.81735,836.9237,260.97992,130.24167,382.03708
CORO1B,723.2689,1091.6221,549.5575,1565.6128,1423.1136,899.46985,861.22595,1084.6991,313.67194,1538.2573,1147.7922,384.72665,407.5478,1412.0645,236.44168,690.5531,691.4099,788.7575,271.53674,695.6094,716.8946,632.85913,1112.8058,1993.3345,234.83478,432.61337,724.7472,1459.0696,1264.455,303.436
GSTP1,3829.176,2309.9736,1580.301,3493.8052,1010.61,1910.4098,5107.566,8158.2246,7228.7236,902.0757,2715.375,1795.6401,1023.62164,3472.0327,1110.2119,1248.7949,1378.4955,1397.2823,1412.4299,4970.8506,1920.2589,880.68066,6614.8496,5860.3706,5717.249,7397.3877,2963.869,2764.1304,2119.7812,1001.90735
GAL,2336.941,2561.1694,2598.373,4413.7256,8374.354,3610.9324,1392.2017,2488.8152,16445.64,10809.843,8703.083,6342.554,6357.955,4596.2,13143.133,3456.4492,2008.4839,7368.0713,2468.4624,4146.953,1648.7434,3993.3157,9685.535,3028.5972,2763.109,14870.883,4279.8755,4532.764,8911.725,3132.4204
FOLR1,73.29045,104.73099,87.53369,60.606804,82.758026,98.147896,106.94004,226.5776,147.60757,72.14462,85.84891,87.87361,95.47635,72.13447,71.47749,123.431,250.5752,60.17253,64.66805,157.01904,97.768105,154.31259,80.27692,147.44148,157.36166,59.20533,62.87461,168.26456,182.63068,408.3591
ATG16L2,54.14511,126.71562,36.55596,38.388386,91.10459,22.026909,150.50534,26.931164,139.12497,58.691696,54.32907,41.80659,17.945454,22.307043,49.593346,112.03807,78.06731,69.93381,86.488815,19.45385,42.23983,29.500124,28.067081,77.92684,27.46669,42.6646,25.449345,127.29116,42.784348,21.579788
UCP2,1774.9089,2298.6719,433.35153,1441.5256,3269.6177,1538.2394,1813.2179,2649.2368,1936.8817,1522.4794,959.6236,847.5046,1853.8232,423.24988,1158.5731,1511.3864,2048.3696,2221.9478,2430.0889,668.5262,3287.469,445.643,823.77545,2124.6865,866.6882,3260.9473,2494.1033,1955.2571,2954.8367,942.40173
KCNE3,93.95976,44.58937,100.41527,45.31253,39.241035,79.14372,80.03451,143.06952,36.53301,89.01353,37.486736,45.262085,48.090458,45.58083,66.67468,32.237286,138.66898,128.38821,71.2139,85.423546,48.041527,47.061333,38.46443,103.47124,147.15793,51.07689,79.21586,59.541546,45.568695,37.72989
CTSC,1032.2805,569.6835,1648.8457,1042.6188,660.9912,2278.3555,705.7926,2199.5752,544.92786,2360.9863,544.31934,1413.7876,1922.0941,502.47638,967.1238,702.08044,1509.0634,4171.257,526.7782,440.83823,814.1636,1720.5898,564.2467,924.71204,548.4498,3118.983,496.34885,2311.224,1314.1754,5252.664
CD3D,55.733322,30.741709,48.427586,41.135612,18.596848,20.564121,33.85881,107.09633,70.60538,31.780348,35.529373,48.637196,54.1042,53.48842,23.989933,24.746948,97.38988,20.333717,94.167946,65.83998,64.67302,28.113838,22.795206,26.83873,22.40212,22.402317,82.38463,27.330265,53.500877,47.97692
HSPA8,9147.422,12726.533,1762.1913,12429.542,6166.349,19466.854,3196.7651,6088.9917,2006.777,2427.178,12027.06,6839.4497,3237.0454,3693.2231,7621.0312,4738.365,5515.848,7665.0557,5722.5996,3701.8271,1533.0631,13759.646,5790.394,4442.176,9595.211,2261.817,6011.0024,3440.4377,1982.99,1168.971
FEZ1,395.44327,247.371,133.23866,200.50967,895.25494,523.6446,619.4919,111.97464,126.82333,114.50679,356.0087,295.29907,92.67929,177.29543,135.36415,219.68356,338.61157,924.5289,216.24228,241.53171,115.2901,137.77449,326.97327,185.7868,157.72339,114.69053,89.46986,92.37792,146.92117,357.79553
KLF6,142.88239,116.64226,124.841446,186.72626,476.40063,181.99527,404.386,435.60016,240.25244,152.17242,299.12256,147.01857,190.98979,119.18416,740.5319,569.40686,176.47235,136.70027,457.56232,369.21393,146.34535,254.48404,122.717804,431.81726,130.43962,140.292,162.918,123.278824,599.5854,345.06097
OPTN,27.480942,61.863396,36.986664,56.096172,38.74509,152.39774,156.26651,165.25005,223.80502,39.25974,127.60722,66.030014,75.811295,48.15395,64.54137,54.549847,132.37077,40.123856,56.52817,30.597809,36.439903,29.826298,45.434525,40.67113,38.152084,25.943348,75.68465,26.793888,30.777744,32.283653
VIM,5704.2783,11507.153,7987.882,4640.7456,1769.737,7158.2583,8381.976,3788.1685,16213.889,6874.3076,3598.1733,11688.907,2961.008,3734.9993,10565.059,7476.999,10222.895,6204.628,11832.527,6032.1543,6218.763,9934.838,8649.044,18825.977,8180.3564,7009.1406,1988.0511,8665.345,3720.3547,16302.84
STAM-AS1,225.09016,196.98831,92.89192,300.05075,311.61554,164.58765,267.3421,280.1618,148.04616,169.92966,420.82553,322.79877,259.07388,75.069984,316.6332,282.08655,285.81232,258.02826,229.85191,285.26123,65.35314,232.5513,263.52972,180.20767,80.28564,97.0223,445.38235,119.12215,55.295383,131.57684
MSRB2,180.11972,532.8229,460.99493,259.07346,623.41876,246.48546,1776.4312,652.97375,467.005,243.73756,405.87738,196.37088,666.7242,289.45255,346.0722,448.63773,260.3173,312.7602,406.19287,272.04248,357.1372,583.59753,353.60178,263.34357,1186.8894,278.42593,993.4796,576.82214,1206.6731,172.0329
ZEB1,103.65188,68.16621,80.717476,88.79471,125.74136,425.5878,70.322,108.80111,125.67308,272.2279,223.28497,96.771355,75.4509,106.12223,171.24738,97.23556,93.02347,239.00247,96.839195,194.65323,100.77514,51.394905,111.395386,60.59878,105.03487,103.34368,178.19995,174.39069,206.42464,194.79507
CREM,985.515,1544.1128,1567.7604,385.7216,2069.0195,722.3334,599.37524,1476.2548,1485.7252,1065.1217,1947.0565,1284.3479,1334.3044,575.1943,2174.708,655.1274,467.4977,1708.1353,516.90204,1531.0906,1078.8585,664.4837,1867.3278,333.60657,1943.6221,2146.252,2680.9482,1340.1245,2096.9297,1880.9756
C10orf10,19.59113,15.334047,19.320782,21.9324,60.8294,24.211327,64.97154,37.965885,13.922396,12.469805,51.094437,30.216114,32.936188,50.801933,92.66924,74.8745,12.540872,122.73242,33.192673,18.034235,23.54077,14.303106,16.341692,32.553326,18.665117,37.410084,20.536478,25.230999,18.603561,18.088156
NCOA4,538.4527,345.8729,549.2694,285.25864,855.5584,875.5182,1242.4905,1243.2256,488.38788,1091.2946,484.2005,910.9513,2332.5557,472.12192,1479.3282,1346.055,1499.2806,486.38293,787.6699,969.2967,728.86664,551.6492,333.06134,1110.698,411.114,316.48315,655.19714,656.0296,1399.2749,327.18796
CDK1,1880.4154,3573.7466,684.5515,1767.108,1505.0516,964.1167,506.28986,1036.4564,1970.2456,1718.3225,3011.2366,865.1078,557.73083,2495.296,3143.667,2634.1167,6149.728,1007.5782,5111.6494,3090.4072,3280.2688,5173.5244,2278.928,3130.4082,1171.3794,2291.0007,779.6008,1537.613,1796.4484,3627.638
ARID5B,189.58884,498.62323,391.77765,569.61847,539.84863,226.46086,299.6743,257.55646,151.91612,179.11769,809.3882,579.6612,457.92297,316.50195,347.87668,722.13025,404.47284,300.4226,329.8238,582.93585,289.16675,384.3972,393.80536,330.5559,357.70056,498.304,195.9363,208.38846,248.86641,215.29974
DDX21,3743.4414,3695.4006,5429.112,784.6371,5293.074,4787.9375,1936.9031,2058.3506,3535.623,1069.0599,1094.6938,1890.2537,8683.376,879.551,1681.4369,4993.193,801.4496,1092.3024,5077.183,915.2112,916.0185,1387.7269,899.8165,3918.0386,1962.0856,5979.413,2134.8818,4021.304,5596.493,897.42584
SRGN,73.34923,56.49249,88.14647,30.140835,106.471115,67.41559,30.152443,48.65261,61.810753,110.91678,211.44931,46.21162,188.92834,28.825226,50.568405,51.127026,183.36534,117.68308,64.791855,161.90428,226.1845,244.32758,142.64734,268.3381,45.77718,203.69373,63.51164,30.772566,44.10826,179.47668
UNC5B,44.91368,357.07532,84.71245,96.122986,94.7948,229.37428,95.0421,139.63116,103.03198,61.868958,161.86406,121.652405,109.00411,54.379913,70.14742,100.77241,428.92407,125.24297,143.5228,112.68759,164.67627,274.544,142.40062,240.55692,98.068375,132.9015,168.70155,268.90692,67.39444,118.95391
C10orf54,153.95442,118.443436,66.58061,81.47537,166.893,103.75005,73.69043,108.65309,112.107895,128.87285,346.6411,76.608284,157.90483,74.19317,86.06054,126.88525,97.16388,122.28552,67.50512,66.32946,153.86343,149.1196,94.8288,349.86444,65.79841,293.94873,129.66684,165.50977,87.25222,294.7222
PSAP,2591.7275,564.49976,2339.5142,2131.6484,3598.8647,2643.5872,5591.2876,1231.4552,5280.957,692.343,2158.5696,632.8069,3096.065,2344.7954,756.0903,3438.312,1747.7302,5661.7256,1451.1449,5469.71,774.13226,4326.003,1046.7268,2959.4277,1564.3342,1310.75,1545.024,2848.453,2048.7168,4434.314
CHST3,17.970984,23.435665,99.56213,103.077286,36.627007,62.709393,150.03984,154.47948,94.88566,31.034794,103.61117,34.301872,19.098467,37.40312,50.35051,20.071293,21.409704,71.7281,27.509783,19.438293,27.27505,17.881836,54.372887,126.96193,18.017088,65.13781,149.58539,44.36033,66.477844,86.41587
DDIT4,495.30942,467.79993,199.755,211.57964,366.55084,278.64804,189.28822,1662.253,607.8277,605.94446,249.0591,836.3787,189.04523,140.15547,707.89923,127.903885,338.27228,185.66919,141.63324,355.56943,638.76337,816.94507,710.34503,590.6128,372.96942,702.3401,357.3949,787.03235,243.68675,313.28015
PLAU,16.279015,48.611675,18.325758,13.321844,14.674412,38.39955,76.89194,15.8258095,13.085461,39.279797,33.91523,34.647186,54.997902,47.34608,12.449139,22.516953,26.126972,29.896618,22.175385,17.84859,14.561798,17.288506,26.835735,62.554375,14.963079,36.123837,13.050898,57.017048,12.529135,13.714566
SNCG,34.826744,78.88716,65.36566,45.12005,71.98369,68.52994,27.925169,133.80952,176.16057,44.859432,37.917747,105.498886,66.48088,108.70033,74.683586,108.59719,75.82779,56.86645,27.743332,117.23628,131.73624,85.00426,50.983116,60.700153,161.09656,40.478996,52.87753,95.87142,34.64951,200.7541
HHEX,967.03595,1232.1937,3779.856,2666.1226,3642.2292,3357.9016,1505.2068,1231.5818,1192.9448,830.1294,3483.269,1703.3967,1259.1079,3529.3381,7170.552,710.54297,1937.592,1283.5789,3642.8665,663.19464,1958.4941,554.84503,2055.8772,1674.2225,1409.5127,1658.5889,1112.7185,628.8089,1671.4148,4456.921
HELLS,621.47406,1350.4922,3688.1587,2802.7236,1434.581,1823.071,1101.5918,917.5637,571.7583,2075.349,847.25977,2025.4326,2167.1987,1160.0643,2647.35,1793.1324,1209.8472,3182.3862,3379.3462,2138.094,1385.2296,1576.5728,2778.9731,587.7673,2267.858,654.96515,1506.7155,2514.7878,3085.6565,591.72766
ENTPD1,22.645609,14.239536,13.859469,16.006668,14.077004,27.482082,39.74174,14.238939,46.468174,36.73512,48.174347,37.940235,11.21601,10.068617,13.17388,22.14304,12.409706,26.744648,27.076908,13.178215,13.873053,33.993607,28.50113,20.565962,12.8745985,17.539076,17.459454,20.90099,31.348568,10.80776
SLF2,163.74512,176.30139,746.4756,389.62448,286.2481,182.87357,227.03824,215.4673,171.44806,243.0055,359.0664,219.15204,197.30324,251.55096,435.68335,339.95822,536.07806,231.64001,465.3644,147.42679,234.00914,480.9727,194.93536,420.89026,626.93445,136.67012,158.97028,211.36519,296.53302,133.07516
DUSP5,68.093475,66.35333,29.57352,24.406218,50.51943,32.80163,43.794575,75.714745,54.419956,111.90661,190.87909,32.98422,102.794235,69.26005,87.16977,163.73341,25.203613,155.8238,46.591614,121.66623,103.005936,112.14876,116.74252,39.830498,61.023567,77.907326,33.501427,42.757504,105.19621,31.235596
MKI67,3367.6223,2087.1064,861.0727,2243.2524,1072.0975,535.75397,880.5693,2159.042,978.4596,2472.4736,2321.104,546.4758,1433.9958,3797.4963,4118.285,3044.643,1444.6102,1028.5609,1222.739,2353.8145,683.9623,2270.4573,828.96094,915.52185,2616.914,702.7719,634.3447,887.4199,691.32697,1608.7432
RP11-598F7.3,26.374836,136.2684,87.83782,40.43212,29.306187,187.21957,108.60016,29.875912,53.014862,30.730911,154.38837,97.058975,57.108612,55.033707,77.19376,59.426758,34.438183,30.125237,93.820755,31.73671,129.43106,44.450592,29.097054,69.74988,30.795507,94.6469,27.97438,36.814842,32.11759,63.4449
GAPDH,1696.1838,428.29382,760.8497,445.076,2430.2073,507.05475,2547.1821,1861.5333,688.4929,1332.2173,5265.173,598.618,1093.4058,2335.4272,2173.4438,551.21155,1203.6482,4735.2095,3253.3723,1834.093,481.56207,399.5949,365.8061,1636.8853,2842.4844,663.5874,770.44037,398.50168,954.9646,1751.3002
ACRBP,100.827774,54.994904,57.638588,102.83749,55.303894,210.69232,228.76625,189.89255,155.52283,98.77846,253.99588,111.02606,229.79088,114.04535,40.715855,59.881695,34.791836,48.743416,63.242577,106.76865,110.57323,114.73298,122.75748,104.36,166.80368,149.78171,356.85812,200.37039,74.610054,249.44562
PTPN6,46.41295,69.45122,40.625706,63.75568,83.291756,64.40779,36.8879,50.29039,47.405857,34.966427,79.087074,43.2542,48.175964,66.68968,62.996193,59.95297,91.98674,44.831894,38.98657,42.44056,73.504776,72.963715,44.404922,107.90213,42.307114,163.02052,39.317894,85.732315,42.33093,39.193798
CLEC2B,313.92224,178.50482,175.04004,241.58951,115.07873,139.84908,104.44311,97.571465,131.87059,66.25207,348.96756,247.32195,583.6302,103.92406,155.09283,116.69255,91.07245,78.50087,214.02615,288.62463,274.47308,319.527,286.03583,158.32385,114.864716,83.945786,140.83638,158.8033,71.8834,355.9543
ARHGDIB,265.26318,397.52686,294.23083,1181.6173,1531.1587,1865.1484,1107.0146,460.71722,1018.44995,367.641,1630.4116,504.85162,535.3048,1194.5685,1384.3875,994.5864,608.1568,1305.6293,383.3782,699.8002,267.00266,1090.6981,903.4696,1537.7354,348.23724,1029.9266,497.33594,982.0268,1123.5247,616.15625
LDHB,3531.8352,3052.7344,1670.2285,2268.583,1555.2456,3463.996,2207.1687,6290.159,3868.3862,1193.427,1463.1528,2818.4944,2483.2095,1307.8796,1150.2708,1509.5826,4808.9893,5511.5425,7660.123,4149.4043,1384.4413,6165.6987,2183.6191,7308.768,9036.25,1008.62463,3257.4229,2640.9756,1358.6057,6016.3423
RP11-467L13.7,77.73901,72.49753,108.94632,88.69949,76.07007,88.79123,232.6847,327.1624,283.02924,72.96061,90.05412,124.37711,78.874954,158.38762,210.7162,422.79126,131.43146,154.73239,73.0931,199.51302,65.91666,59.93192,74.320526,124.59714,86.04932,143.23041,70.89431,351.73358,205.15834,360.56213
KIAA1551,359.98425,169.43518,330.61432,270.78827,500.8875,223.51123,312.81564,1043.5714,919.9941,271.11075,203.63031,232.22913,204.54938,216.31638,218.21664,847.702,816.39233,735.44543,545.68115,864.3133,670.2981,202.00508,175.41824,364.35486,277.3615,309.12894,1105.7417,925.66064,1243.8241,245.12848
FGD4,21.136782,60.351593,25.157478,17.725384,31.300077,54.592094,44.268555,21.147236,18.788368,47.99613,20.736979,28.853706,27.774902,18.051582,19.730862,21.175457,15.223682,25.228876,48.305984,19.025417,20.983395,18.175648,49.166454,83.78427,20.126732,36.137062,22.29902,23.371326,20.323687,27.941988
COL2A1,2503.149,3369.6794,4947.287,1744.3524,2838.4724,7570.7324,1621.8383,1502.395,5324.7695,3849.7097,1360.0394,14858.551,2946.7734,3058.6094,10365.81,2143.9392,7758.5396,9974.322,4511.168,8217.96,1595.3589,2248.9155,10429.055,2103.6157,9063.517,5309.0796,1422.3748,3845.3296,6521.627,10657.766
TUBA1B,10526.23,2507.2317,2488.1948,3517.2727,7844.1504,1856.9839,7448.0303,8669.452,1798.1006,2230.8315,2156.1238,1611.3801,3748.5762,1857.4728,1842.0016,12799.91,2580.385,2327.0234,2355.6387,7081.8545,4652.827,7844.7607,3414.284,4204.075,2534.475,2388.0728,14722.378,10288.836,3432.0754,4689.8677
TUBA1A,221.17078,788.46436,163.03835,120.58215,194.2142,563.3146,836.1595,785.3893,1215.2671,185.63504,643.6492,291.32004,178.18353,256.32742,946.2459,762.7905,432.37866,196.80101,392.04922,311.68164,531.8929,148.35516,373.1255,1167.3038,228.55455,174.09598,441.31888,592.03845,254.83392,152.54655
TUBA1C,2105.208,1831.915,2702.4443,1959.6241,4777.6777,1575.1731,3826.192,1940.771,848.86707,7785.115,1170.5294,3990.893,5480.3984,5960.796,1224.4214,3048.6704,8892.871,3563.9653,5258.2656,5970.1294,2014.8295,3897.0278,962.9705,1198.6204,2442.9985,2528.4673,6576.86,4441.877,4176.1816,905.31775
METTL7A,68.66495,165.03491,85.94908,120.548546,137.00629,66.76377,56.36615,75.64926,91.8519,134.50081,124.86365,52.44802,51.355877,38.991684,132.16617,73.10074,38.147537,92.85693,97.944275,42.98118,53.991997,97.346794,131.43317,172.31075,120.13287,29.26091,69.17614,47.468212,81.39534,59.75216
CELA1,23.737476,42.7472,37.21986,16.330288,35.387115,52.126034,33.55521,34.565266,36.79625,26.305124,18.325682,36.933487,61.460487,23.294958,49.090572,23.079529,16.848532,29.68943,17.449043,35.53633,49.83179,29.19311,25.6788,12.89767,28.537308,74.15318,13.746487,19.524149,35.77707,16.648891
NR4A1,115.6975,49.52208,179.9743,78.634056,158.68361,208.85428,92.10721,51.621964,135.88135,194.27322,172.51707,49.760494,188.9121,98.50481,185.13272,117.07457,147.44185,103.448006,64.37966,215.78964,224.364,37.601974,56.283073,48.130226,52.516693,151.13416,385.93423,46.284782,362.62112,212.07971
KRT8,4798.319,1208.9883,3725.6182,1021.01776,5038.1553,746.13495,3210.9749,10828.542,5595.6426,2936.6768,3422.0413,3516.9927,1332.8971,2773.9402,3219.1138,2912.0024,5691.7974,839.53613,1640.1985,4114.669,4211.491,2098.0159,1461.646,926.4606,2592.0315,2580.7666,732.2843,6310.1978,2107.2368,1549.3936
KRT18,7565.0596,4800.0405,1539.0039,2313.8467,3280.52,3651.255,1451.876,13764.669,4050.0352,5460.427,6266.0723,1874.3727,1639.9309,8535.784,4654.158,5280.8477,1005.5675,3965.0098,1674.8877,15204.874,2569.4365,1007.853,4412.7363,5138.0493,3707.4634,1587.384,1542.7527,5113.0327,3773.3687,4408.4785
AMHR2,736.2941,325.36154,408.97522,172.23685,378.67905,698.88794,791.8053,1565.2998,298.59863,711.08325,226.12285,436.0594,880.0948,317.91217,531.61163,269.20026,270.07898,1696.6704,491.36624,315.17297,743.61035,956.7068,219.97722,767.14484,829.8439,632.21814,521.52954,938.8949,205.03961,184.80898
