Gene,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
CEBPE,245.03946,553.5702,230.23436,129.83032,420.0697,660.5317,270.08627,844.8494,467.8156,285.096,506.91272,281.41672,301.96133,398.91403,1444.0394,552.50275,184.88986,188.62305,1090.9167,202.57454,175.09567,778.73865,130.25415,213.80144,189.37405,367.9202,329.8069,218.35808,617.224,795.7944
CITED1,52.21946,56.12386,127.814224,64.326294,145.73721,101.012344,131.6839,291.83154,49.276695,102.25104,86.57334,60.322205,64.90343,66.90002,160.82257,60.068348,142.53793,165.18939,86.56268,97.55029,179.84096,79.893875,111.55027,174.8652,84.18856,88.395035,59.436417,91.56928,101.23683,56.252483
CLDN6,57.525085,81.6614,82.09555,47.4331,129.73274,218.73648,226.89032,423.45557,80.80063,108.87903,81.754715,76.08852,98.11393,61.349144,111.42644,93.61344,62.0049,80.85407,55.144432,173.25258,52.216248,194.03946,157.22403,223.13614,220.35434,142.85728,69.68988,301.09595,63.2892,104.03701
MAML2,57.460587,25.361635,24.692022,24.467209,93.36561,149.44084,60.897495,73.386375,40.594128,18.921114,60.20037,45.20076,23.83175,34.740227,36.898323,38.017494,123.78626,38.36703,109.844315,83.00573,34.116703,22.082104,15.721531,60.81049,42.92125,19.033386,22.576902,50.200195,57.808304,66.38095
ARID1A,420.44162,877.7193,264.12323,533.72156,1233.1525,540.52484,414.24295,285.21033,743.9154,798.40826,308.4651,627.3271,312.2802,548.3662,520.1269,320.61884,664.2322,1202.2228,614.30316,358.9308,831.2894,240.65492,415.5945,223.04434,337.18222,316.51758,423.5344,300.21472,554.44116,490.30402
DLX2,203.50912,358.55707,70.27634,62.43857,203.52972,75.94093,311.3592,258.79907,536.7331,182.1334,759.25964,259.65817,742.3707,297.574,280.93472,371.06763,371.5578,262.17657,126.97194,327.75446,351.6913,351.19983,540.4032,75.09306,145.3725,475.34552,190.6319,1282.3888,89.13474,86.44666
SLC38A2,291.38342,193.63364,225.95776,255.34825,278.7854,387.30664,298.52847,255.96268,164.36731,152.68645,265.93732,260.7875,227.9536,232.62592,210.85779,269.5246,516.6835,354.79276,216.40903,158.62425,389.15656,243.58217,194.8605,212.09616,235.16681,518.25574,379.94254,278.25076,284.26385,172.72675
CEBPB,308.273,421.04907,178.27702,162.19485,182.37086,1105.3021,481.8395,502.1238,403.47754,234.58893,537.8684,403.10483,960.4644,192.27304,1441.7163,197.54825,710.73645,215.12949,1462.2664,663.65356,470.39047,455.45557,287.41983,573.022,264.67014,160.06427,1059.6682,438.5871,147.16968,558.7585
BAK1,237.31358,295.20142,437.40143,139.58301,126.836266,570.1689,233.48096,321.6115,445.8346,195.11473,191.42879,156.39307,131.54242,235.76044,111.89318,476.51788,267.34045,106.98352,106.081375,353.51453,415.11374,187.1002,433.01065,126.22609,225.4496,124.68161,475.71973,157.93268,367.66272,299.31097
SAMD1,168.49188,450.2331,686.4292,490.86462,802.20685,393.05048,490.86804,1067.5272,621.8432,389.88568,300.4856,216.80316,305.42874,186.79416,339.49673,636.29016,312.2734,226.06398,368.11557,313.97345,600.31464,212.73964,190.88625,246.18272,278.84604,243.10684,295.34436,279.27118,562.68964,417.3669
CDKN1B,198.75897,107.735016,101.71985,428.3086,236.68723,268.72287,238.14467,308.12122,257.80057,173.70502,102.44282,104.033394,292.7171,98.83269,278.7837,331.58405,325.33063,464.1239,119.07078,462.55615,105.59793,107.405334,161.11578,233.40134,216.00783,324.56567,109.47032,176.2162,98.47008,178.82227
CBL,116.13147,280.48975,341.13293,109.199486,330.2229,141.8472,151.66629,487.21164,501.56384,426.0854,490.02264,122.96022,186.00374,132.11633,125.874565,158.01102,108.941895,175.17178,176.9484,431.35492,184.04477,176.09921,128.76308,210.45093,162.36295,121.14872,194.87457,180.01048,162.85327,104.08409
HOXC13,124.08868,238.36536,192.39168,116.5923,91.152596,474.9076,152.00153,425.77502,108.678925,85.441666,106.46464,549.67975,234.13364,249.99864,526.947,404.96393,169.79584,254.29288,798.5413,216.61958,247.35835,263.09546,238.84932,421.96136,155.86548,97.37943,373.99188,79.47202,385.0223,278.85178
LHX1,75.90306,246.92593,99.23066,175.62462,68.87201,79.26548,96.399666,103.110916,102.36347,354.89233,78.78149,77.4189,73.71225,66.96296,78.55838,72.84186,68.264626,117.52457,188.1762,278.90448,88.21629,60.957623,191.43423,109.699066,77.53536,127.04921,92.78824,190.84518,68.41698,101.11627
CDKN1A,41.630928,154.84465,249.7409,43.69465,59.091133,73.31407,40.184067,244.10226,46.938908,84.97094,87.96349,44.9722,256.2056,57.175377,213.67986,132.7385,136.73668,77.52361,141.42587,126.43793,193.34732,82.59273,57.77556,180.8396,90.90824,107.06053,107.5988,166.96436,215.66718,44.967224
ZBTB10,49.201603,88.27534,77.50468,158.52563,203.99771,110.40691,123.11932,121.14864,112.66283,58.153915,413.799,115.97208,204.12451,82.21918,78.98003,88.6825,90.23418,290.75333,63.982605,64.511925,57.864468,80.32161,78.8866,112.36237,73.06398,203.4643,65.649185,206.34521,92.641464,113.22153
IRF1,248.29791,711.9104,665.2216,351.9572,1104.0459,742.4998,167.61652,1037.8871,402.46027,815.6738,966.92017,198.67604,1077.734,564.79803,1514.3856,619.3435,185.27467,238.92937,1045.2693,366.64856,301.39737,834.037,665.58887,244.13206,1043.8969,602.1676,152.52306,414.59613,791.3944,233.15268
FOSB,50.526943,32.975742,41.234463,10.1324215,16.018456,58.176125,24.330442,18.688993,12.872793,33.045258,70.14094,10.14688,67.63714,47.37041,41.0632,14.390463,19.142807,24.924849,29.511726,11.064661,17.057808,16.896042,29.396929,11.183571,30.677992,42.001766,16.16786,38.75807,17.711483,17.10817
PRDM1,58.543964,125.28296,51.442123,69.9653,70.923416,37.97109,44.977455,84.16895,273.78503,147.2624,43.615585,57.15225,255.62659,47.109627,78.903885,41.67664,82.857864,174.42648,36.44703,55.376087,48.34287,55.775665,192.39319,144.89963,74.334045,42.605026,38.366035,61.67535,77.74291,35.516354
S1PR2,45.028847,25.943924,56.165848,24.249065,59.774773,34.299454,32.773163,124.930954,40.85872,52.0178,33.872593,50.332233,27.641466,28.382067,43.312218,31.92342,55.85182,23.477882,78.50934,68.33784,51.228725,28.33496,65.85076,130.6752,49.01309,73.22397,36.967323,34.416626,28.237581,54.027084
STIL,991.99274,1248.0065,444.5418,984.1636,720.5457,342.7219,916.45886,799.0474,911.20056,286.818,514.81775,297.67566,433.54202,598.94653,379.63083,380.75262,872.9735,1041.0457,1178.9375,604.5598,1093.208,1916.9076,212.08325,2074.9424,608.8955,1195.7335,1822.1205,374.76663,472.81778,905.0995
AHR,9.329917,7.41271,6.9849377,23.50068,8.753051,8.956187,9.7446995,8.977072,7.553333,14.9488535,15.105177,8.477048,7.603036,15.417298,7.583585,6.2991896,21.310541,21.353607,13.625194,8.749546,13.70632,9.283926,6.4976587,5.1314454,6.311134,7.7395535,8.642225,16.005432,10.865767,6.9854593
KMT2A,862.1829,714.004,382.2984,658.7499,824.3179,1038.1918,551.7234,1314.9877,489.3542,1254.1688,443.52466,349.6604,555.296,1447.9829,319.23486,521.6859,509.94385,283.6042,1352.375,654.1675,410.80408,340.18182,1284.472,1028.5382,1075.8502,759.12317,646.0606,925.4414,1429.7368,892.73267
TSC22D1,2498.362,619.7937,2444.8494,2360.079,3258.4778,4341.695,3884.9077,1308.8451,3981.4705,2303.1587,4234.741,2411.8174,3539.5613,1467.4226,6152.3496,1455.4829,835.95386,1122.217,1494.9033,1856.305,2739.2068,3831.0117,621.1751,3816.2437,643.53894,570.6254,4418.6953,593.47046,3450.0947,1278.9363
MAP7D1,2051.318,2221.6592,1315.231,937.34393,2437.4275,803.1753,2703.0862,4010.0562,664.395,678.95447,2561.1106,1075.5747,779.0716,1050.0591,1371.5021,1017.9138,3510.2559,3853.046,556.1245,1054.0796,1920.2589,1110.6652,1138.5969,2702.4922,1540.582,704.96497,961.3241,536.7549,3124.258,1948.2129
RREB1,801.708,6597.8984,1358.823,1012.8569,4881.9883,5365.7183,943.0272,3018.1548,1609.8591,2205.8926,6206.6904,1641.0972,842.5709,831.4305,4380.655,1025.8069,736.8744,1695.8279,6247.198,7806.1865,3837.7144,1891.7009,2173.2192,1496.5891,4959.843,2365.8013,3142.875,2821.0068,975.4898,9139.465
TGFBR2,27.06261,79.03612,34.378277,13.263378,86.341225,92.42894,81.11142,74.27181,56.253452,33.958267,35.35339,15.947628,43.390213,21.262295,33.91014,27.332474,14.4777,50.46767,66.28793,15.9480915,24.146612,71.88802,67.35352,16.474752,51.764755,16.398575,20.907114,29.078022,23.49053,19.516745
KLF1,610.6009,512.0423,361.07327,377.2602,386.16782,971.96796,275.59888,288.22366,332.16254,475.1749,312.00677,277.3496,985.08673,482.3519,373.74695,306.9555,593.6321,241.10634,248.73972,269.2369,511.61243,216.94427,287.60068,491.07666,577.0373,355.54446,779.4843,299.8014,233.9895,508.80215
MEIS1,53.965977,27.994614,32.73007,21.368948,57.54314,43.07231,69.06363,47.946346,27.528633,23.717033,42.72838,48.26667,38.720333,27.795313,27.838102,27.597393,26.194603,43.335304,29.204983,28.893959,32.339233,33.972946,23.621872,27.807415,27.688034,81.01927,36.08981,22.18963,35.097317,29.684599
LYL1,588.55945,633.8213,889.85535,186.27232,742.197,709.0059,406.07678,422.207,370.4909,259.20425,254.43951,260.38867,384.79425,409.9668,965.58813,366.4918,362.86093,1110.1055,635.531,474.88055,225.1181,300.30197,568.81934,229.59122,898.4405,264.7511,412.7489,234.14755,372.6402,421.37772
ETS2,252.5936,139.31256,265.88275,202.0344,250.96304,109.47385,96.00198,164.96481,195.61597,138.3135,245.00725,86.96538,142.30762,294.15808,113.58752,125.05503,148.25406,203.48924,122.91548,119.37421,101.83172,223.17242,82.74991,111.11759,189.40685,84.297005,93.57426,371.96613,141.31396,92.933914
ATL1,2.3569617,2.6298454,1.4262996,1.8147508,1.277619,1.6729989,1.5182008,2.2727187,1.2475398,2.5884237,2.99571,1.7527488,1.6111616,1.1969544,1.3598446,1.5572891,4.5665503,1.4613192,4.7399673,4.6402993,1.9036853,1.2475892,1.9748384,5.040556,1.3903139,1.7219663,2.14648,1.7243148,2.7160034,1.3331616
HK2,82.8817,97.20163,144.35468,80.55961,90.04686,75.5221,232.22105,116.25798,105.77075,106.89014,116.31236,146.77762,67.767006,75.41115,230.56944,87.32521,65.27294,61.68791,273.1124,99.83638,73.864655,61.78752,167.34946,141.61444,82.13234,88.885086,96.36331,85.84181,83.45172,72.87801
SLC6A9,213.35031,276.77664,43.564224,187.80551,447.08426,45.500397,342.0935,340.0632,103.01744,38.237175,114.74778,253.51761,284.82382,152.9662,61.55793,102.1999,239.55814,50.726463,236.10965,47.81759,216.13057,73.917114,42.42119,199.34885,39.63441,164.78406,239.46844,68.92226,96.27463,61.143063
HNF4A,2.08588,4.031075,5.7444124,2.9700851,19.58327,7.6840115,7.972335,14.473219,10.024994,1.6269199,2.0059338,6.7247353,2.1202974,3.7926235,7.5121827,1.7357216,10.720734,9.858303,7.3671894,3.642733,3.9339557,2.962472,4.5880747,4.17652,10.026613,6.9598503,7.4159985,5.100656,4.9319224,10.278751
KIF2C,286.73206,803.9506,197.32729,305.5605,197.72896,475.59467,247.2807,648.04626,222.43518,134.78752,293.57034,449.20444,312.458,174.15784,299.67157,445.54346,312.90268,531.98456,327.4754,224.35936,240.678,139.32997,297.55087,276.30365,163.56526,222.7686,246.10043,275.63794,339.60416,502.54034
OSR2,74.318924,68.120605,143.32965,161.55243,88.45738,71.5173,50.607117,137.98038,104.881454,58.657066,62.798603,64.087906,146.43689,129.82162,45.2295,69.00076,73.79391,127.92149,96.58037,99.838776,49.14762,40.738884,139.31421,96.22574,61.12348,39.56439,110.2819,59.765694,126.808685,48.07211
NCL,450.9547,427.7757,516.96277,163.65356,484.55942,221.8475,327.8459,164.61844,185.67102,178.17752,501.9043,380.98926,242.91464,145.73936,563.80615,276.6311,306.44907,211.88254,408.62775,740.0511,256.19998,175.94055,497.86758,171.43893,198.05264,229.97226,603.3504,609.63947,328.3269,158.35457
FOXO4,77.91277,48.24515,155.73479,220.68304,57.242374,66.557495,165.6359,121.77735,257.8001,55.583958,95.83853,125.080765,106.84035,56.12965,78.37861,56.710144,273.24603,132.22128,62.07861,123.27974,88.51251,213.63849,86.93041,89.14432,60.861767,73.29784,222.79417,79.571556,104.09448,134.78592
TMSB4X,274.12305,306.3471,409.4952,222.6196,532.56775,422.05603,318.7978,501.01855,221.02151,214.14673,212.09406,273.72424,532.4418,183.98433,422.23352,1073.506,917.779,331.4073,203.58965,1084.1769,375.75702,521.70886,897.6216,908.47064,280.94647,335.425,350.4328,247.57768,1227.332,384.8174
PRTG,12.069823,12.386284,11.028853,10.693054,16.061964,21.668175,15.644867,8.463358,9.769312,6.7881675,17.187984,20.888636,10.0276,8.371691,29.075829,17.218452,7.427356,15.806422,26.1107,19.172476,20.85301,14.816307,15.619008,41.408993,23.010769,27.96777,8.832672,8.30368,15.137063,8.345526
PTPN1,301.26532,701.2539,393.0284,553.5393,778.75555,331.87415,214.40515,437.43237,308.26105,247.42787,492.44342,414.35443,338.51477,227.89592,223.2773,229.9369,532.36725,682.16345,881.7346,405.96512,646.23834,283.21933,545.64624,597.42706,277.89343,162.34912,235.2843,239.45082,541.21185,181.66063
HES7,277.75644,27.132164,71.657166,32.479095,187.5346,70.930336,48.43358,245.73312,79.9939,80.428345,27.33117,42.04543,78.67005,33.86159,25.264704,161.94684,54.142544,147.05469,111.852585,33.545673,152.55869,35.291866,207.12476,43.17624,68.61545,44.321873,116.11005,88.73949,37.42874,63.89032
ZBTB25,56.82746,40.227966,40.59205,26.322336,105.656296,88.31536,39.471066,28.643137,55.89942,27.913004,38.011578,107.80954,29.847694,30.468678,30.225613,30.162691,22.492352,87.155014,31.21301,48.65817,26.167759,26.890707,24.95855,32.480408,44.21573,121.917755,27.408676,23.42627,49.463043,47.56321
CKS1B,584.74414,522.0829,606.8653,381.24747,844.4278,1331.2349,380.3075,2156.6763,709.459,1187.6455,597.3019,390.44153,338.58572,422.11432,729.6464,1141.7042,305.21094,1166.3055,1590.7245,421.37784,757.2305,1270.8839,1097.7926,323.50598,1224.6028,883.7799,1047.7988,421.49023,1183.2887,942.8694
BPGM,177.71507,147.57993,139.12466,240.42783,153.49306,150.78598,224.56787,335.68442,110.47093,239.11589,279.8013,280.54138,310.7614,233.30151,150.42987,364.06464,99.97768,423.87253,179.82779,108.06349,145.85898,148.20464,245.6559,133.78987,220.48758,102.70887,411.48758,227.0684,202.81805,133.04233
DUSP9,386.30017,92.090775,174.90553,213.8977,177.39928,72.6069,127.00296,258.17325,124.10671,70.438774,119.74696,182.49274,366.26138,138.55475,340.0618,251.76599,155.58116,93.94872,67.18773,84.796715,276.23334,66.48949,87.19333,375.05582,93.80267,76.056335,83.30558,69.55294,63.581345,87.87833
UBASH3A,1412.9703,2051.338,1219.5498,186.53702,225.34091,1307.5223,1905.2086,245.5574,2157.5518,620.85864,254.04529,1158.2457,732.7756,329.95093,1882.3041,295.96063,346.86926,248.4397,467.41003,1891.5947,478.16577,541.2103,336.26733,1892.9658,723.9667,215.7841,767.2446,966.27625,238.33963,1521.3721
MIDN,208.2054,897.5594,636.7285,384.5418,1567.8167,558.59656,279.56818,526.39154,794.36346,924.4155,312.04138,489.51038,1005.12866,909.3717,292.18726,332.21814,272.64105,779.2685,791.32043,304.5592,548.3637,200.6142,228.85338,827.7612,687.30927,296.60724,428.83826,448.91364,347.34988,528.78503
FEV,105.835434,183.22127,349.9779,135.28268,357.8968,175.10014,531.0781,311.82135,172.7427,253.96304,185.165,357.87848,134.97174,337.3757,148.32957,220.09712,315.28867,140.81549,174.5795,151.81932,187.98747,461.3137,318.0203,141.54062,229.45953,138.80139,283.66776,175.14407,196.7559,220.54858
PTPN9,223.52937,471.474,456.5021,537.2024,672.58606,629.29144,665.9439,277.13373,439.97745,265.6045,540.73926,241.05865,478.03024,892.91296,711.7749,751.5938,476.68488,746.5714,305.12244,162.89352,258.85977,608.03046,391.12793,1342.9026,323.50793,843.34595,286.3475,240.94284,474.43588,749.3268
CDKN1C,127.047935,111.32615,454.5543,274.59335,270.24008,115.073944,102.30983,91.27141,111.18235,204.77057,106.255066,207.25311,120.57246,366.91168,99.85535,342.27747,241.83524,208.31146,231.53665,186.60501,114.385544,213.73363,95.98809,197.96834,212.5182,102.21654,131.7316,478.21875,189.84772,107.22658
CNNM4,45.599075,23.479494,48.183453,38.080647,48.793503,66.040215,72.64003,50.15866,30.862137,43.288696,177.81033,40.129295,31.780228,111.11407,61.029434,32.452602,56.125343,118.95638,48.295254,28.563616,79.2809,104.45294,38.425255,30.32188,137.22774,34.770977,72.45254,163.41396,86.1418,143.71957
FOXF1,1.7304289,1.7376155,2.0472066,0.808184,2.1494868,3.7031822,1.4101074,1.2912588,1.8375646,1.1986767,2.7808642,2.1633162,2.1090498,1.0203967,2.7698388,5.5207653,3.1494188,1.2237144,5.607581,1.557762,1.6863221,0.98673886,1.6288143,1.6531227,1.5166004,4.5528727,2.1236143,3.3718429,1.8463528,1.5594257
FOXL2,163.51688,225.82028,224.2641,145.24765,174.0133,151.65002,314.80853,835.437,339.63864,462.96902,976.17975,130.68655,382.26266,121.68686,142.78023,187.06218,196.34097,216.56503,184.10576,162.80249,246.13568,155.87946,545.34796,481.95007,600.95496,147.67288,205.89441,173.71506,245.04602,639.98254
BCORL1,123.462234,95.5322,99.00265,178.42877,286.91788,110.169876,122.09993,115.991615,123.549,100.03567,138.0913,187.58868,108.52661,98.66769,74.82276,87.33447,104.38658,72.1995,295.5885,82.938705,88.26412,388.59766,313.14716,100.66097,97.783485,101.018295,114.25312,113.14711,97.45586,236.81894
GLB1L2,96.36893,75.75946,39.430565,22.855972,35.91317,35.999607,56.175377,56.415203,75.093704,34.303005,86.0587,45.814095,37.415455,36.978382,38.55042,35.117558,54.399715,29.277073,36.226585,32.443737,61.203503,64.26063,27.615395,73.31903,40.92229,43.014477,55.897015,64.8046,105.92107,37.341118
ZBTB1,431.13943,129.3259,259.79172,196.72054,281.6246,486.88367,113.66128,523.88965,689.9718,319.39783,335.5741,485.48373,564.566,673.4777,115.47281,211.22897,111.82553,595.2267,402.37567,124.15254,247.5597,211.43369,320.745,1088.9421,115.230225,635.78925,363.79898,464.99792,199.41861,763.82556
HOXB9,1211.0334,845.0038,1488.7736,565.39685,589.4504,1267.5533,358.35892,433.94162,1091.6576,1495.0227,356.06885,2556.939,449.74878,826.79333,2629.1243,898.7671,727.35583,1307.1115,2336.0632,1164.1749,1153.0616,558.24396,1488.099,2969.6658,1057.3943,834.67914,1486.3329,1194.8708,652.1072,1044.8235
NIT1,104.58119,96.54137,168.01514,89.11624,174.92558,121.50073,63.696507,170.03575,135.47003,172.80168,161.86667,78.32837,93.86807,97.33572,233.1144,78.79436,118.12129,82.37253,86.81953,72.99783,78.89119,94.10451,102.56569,70.2852,194.97523,88.66048,157.4694,82.28519,133.12347,59.757072
COL2A1,448.06708,422.9023,447.2456,690.28815,770.9936,3617.206,1358.073,355.14603,458.29065,344.79053,3285.2617,1589.2078,609.199,683.5666,1919.5143,822.5559,1629.5726,1214.794,3942.4211,1674.652,711.4061,435.92365,447.42236,494.54202,723.9646,1757.6685,2652.073,541.7726,1432.2375,1037.1345
SLC4A1,154.35439,84.22209,155.45746,259.68683,266.5287,229.40588,774.2787,323.22235,88.684685,934.8983,500.50964,233.33223,122.285484,71.1337,95.26638,124.89133,289.53497,127.23366,643.7794,522.50507,372.61694,570.48474,806.8485,99.01561,535.6321,431.9629,559.7387,302.47278,119.86607,1196.5093
SNAI1,331.5611,187.21533,862.486,718.805,2413.2178,1103.8394,486.99133,314.0729,375.99902,807.9003,171.69064,339.05078,1366.2109,431.16187,1353.9725,794.80634,2196.753,1448.6615,755.39685,368.48105,394.8594,370.17725,846.2825,616.2197,1184.3052,174.3835,574.9358,845.42645,522.69775,200.96161
TP73,34.03375,27.634966,27.385788,46.951416,18.635597,53.56137,60.24659,54.307007,105.137474,28.969652,40.271133,65.6032,16.737986,19.430182,27.648075,43.351875,46.269318,109.71587,64.48743,85.20556,78.177315,25.910435,21.21532,27.260115,56.836548,52.410744,51.236027,64.71061,19.256084,78.575775
SGK1,58.38041,91.05778,65.59404,79.25975,108.546455,207.93051,136.18933,199.56387,159.65475,204.71365,64.181076,217.63445,144.85374,63.989,175.01389,174.5213,52.120438,105.472015,77.226555,62.019184,92.79553,53.720955,91.88368,84.42079,159.41986,68.66676,92.807434,99.43893,107.12659,76.639656
CSRNP1,102.67488,155.85289,46.427673,113.35547,80.21847,64.83348,171.40446,185.45615,58.63433,55.949917,44.714924,67.210846,236.0612,126.34679,52.284164,272.9312,212.92471,182.67603,146.38165,160.07428,48.781563,229.00961,105.122116,130.991,80.9702,159.09592,156.00212,163.71487,42.518044,128.69583
FOXA3,36.156586,47.238556,100.364456,35.094868,42.186172,128.32878,61.777534,74.747925,74.13316,85.22841,46.348785,61.223045,116.28878,101.88691,72.67219,51.010025,97.785095,40.28399,52.174362,74.746796,137.34721,99.26096,33.702896,49.862373,38.87181,78.904594,103.18738,77.31874,96.029144,73.90624
MAP2K3,94.357475,170.36545,35.89707,63.461304,45.53218,67.98954,49.20337,103.376526,109.59747,44.31961,120.38674,79.283875,84.422775,43.983482,127.750656,62.23288,106.77284,50.89446,52.146034,47.36838,69.24881,126.70838,40.55738,43.93186,49.156483,40.733585,83.39495,100.59544,51.92917,45.688286
