Gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C3orf72,C19orf26,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF2C,KIF18B,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN9,PTPN12,PTPN13,RHOXF2,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC4A1,SLC6A9,SLC38A2,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,control
HES1,217.33138,72.715294,175.947,128.1228,540.3522,209.32166,179.1908,159.22598,103.20323,325.5157,239.96172,243.56377,137.71222,191.29103,63.382393,194.40332,208.56187,514.33215,189.29103,69.509415,81.66476,249.65646,274.78464,207.3342,123.13044,270.28503,171.7239,281.66843,245.80586,106.84863,361.69223,527.3389,213.94754,223.38373,291.072,178.7356,349.45135,309.76163,70.36119,180.32718,42.55003,125.45204,85.21339,131.94879,550.48,155.09047,148.83018,271.57477,230.29915,161.12332,215.53531,93.19554,92.53431,238.57323,97.252975,763.4499,76.98716,144.41235,163.5004,219.43031,197.28384,340.18716,132.95862,125.05799,291.11017,324.84473,294.29974,270.6038,81.718124,78.49103,413.13565,41.855892,139.07164,114.68167,278.11554,158.70445,143.85115,148.57521,100.72471,166.93283,124.29707,290.09656,184.1773,178.77077,496.806,169.8235,322.18393,191.59497,109.08575,230.02258,259.85394,122.38362,300.8718,287.9095,259.9717,176.94878,92.3203,140.75356,292.55875,426.65817,428.41888,77.30196,255.5667,191.37708,240.48257,4552.075
TFRC,631.22375,293.1217,517.41064,467.09268,1516.8551,594.20703,557.9514,522.8721,314.2789,935.73834,707.2162,748.83057,409.31897,582.54987,257.10242,723.75586,608.3458,1579.3065,502.82687,259.86383,275.41962,843.7919,863.30536,495.26486,398.67053,716.3535,460.19104,800.171,848.7721,341.162,977.61884,1381.7708,889.7531,635.8303,1028.6573,564.6579,932.60864,810.52966,259.61456,485.61948,199.7266,358.30292,260.3759,360.3433,867.8616,471.74777,442.3475,739.31213,1017.82117,502.9176,606.05066,308.7973,295.7804,711.2318,286.87515,2083.7632,258.65387,444.4574,428.20166,631.40497,553.98376,847.7291,415.00473,412.9597,803.75226,956.01855,887.10834,322.1907,241.61485,201.35368,1171.0334,128.72876,453.32864,388.93652,792.4451,479.82022,438.7561,509.35718,316.49316,401.69318,370.84674,822.99646,632.18536,567.5247,1094.612,513.93604,1107.6273,624.8261,317.7982,546.6147,798.5582,396.68134,795.33813,721.14185,640.7953,527.3749,317.1877,424.9366,924.10394,1337.8977,828.33716,210.28583,776.2801,505.76804,649.82007,12545.195
RP11-1398P2.1,9.125126,4.6705866,4.3481894,5.84471,13.756241,6.5900445,4.1984954,3.913774,2.5616143,10.578671,10.212027,8.735684,7.400538,7.857766,3.082361,14.393441,6.833461,27.40521,4.7597513,3.012018,2.8391051,9.864749,7.991134,7.818758,6.002315,6.8973017,4.5730267,5.827932,10.939932,2.7963066,8.681251,13.3955145,18.144674,6.0075974,6.369529,6.048518,7.454905,7.950524,1.3475839,8.404703,0.6193365,4.404285,2.877695,1.4286919,9.683536,3.663684,8.436635,6.872134,19.197186,3.533221,6.1866083,3.6999044,3.2486954,7.2569733,1.0743738,22.249712,2.5074954,4.997505,3.9567273,4.0630174,5.9812093,12.691857,2.7355642,3.6568124,8.183718,7.7674856,6.472287,3.1081321,3.2724,2.991662,10.802119,0.15657528,7.101841,2.2494931,6.6225777,5.2880983,5.4356017,2.3831284,2.806224,7.0946913,3.5420856,6.5524707,7.3621182,8.322389,6.8603387,3.2125807,10.257573,9.816781,3.1805449,4.3211317,11.619363,4.029421,5.0125318,7.609071,7.214495,4.945955,6.0706673,5.0791655,9.579256,12.858128,4.6719003,3.7152033,7.680646,4.099185,8.506297,108.47045
SMIM14,57.880974,25.619331,47.073334,35.359703,121.227615,47.725796,43.832325,32.732754,33.768154,82.76469,70.76036,63.89956,35.15284,50.22382,24.034637,110.31377,69.15264,192.30664,48.024834,22.907282,20.832891,95.053955,65.556915,42.147446,47.047615,80.60736,42.404114,76.426735,68.68972,26.507818,70.47586,110.71158,57.048264,59.361946,88.6936,50.234318,88.48195,82.76271,20.036366,40.825108,25.972013,27.731873,19.49285,46.53859,74.369736,50.471275,40.45812,54.341145,67.90548,43.183804,61.00538,36.148865,24.21326,54.067276,30.196314,167.44684,23.733204,28.850044,34.39306,52.00309,35.851685,78.53021,36.606594,30.449783,71.72133,68.55548,74.204315,36.459625,19.277756,17.50037,95.44637,8.626236,42.56717,25.536211,63.29102,42.791958,35.593414,35.398758,27.61799,31.660166,32.07106,65.63479,55.197235,53.463474,112.597,42.62478,87.82767,51.22383,24.198635,64.11675,85.4632,44.987385,68.49784,71.94306,60.561962,50.83674,33.36789,41.164944,79.74317,116.83641,76.27508,26.170141,71.21779,45.489353,57.31263,1064.6505
KIT,148.78238,9.484265,24.157038,26.979996,76.43902,31.043749,28.685434,26.548777,18.275682,38.756985,29.856367,42.127037,24.518408,32.09363,9.898891,28.19152,23.461834,53.79604,19.588589,9.15856,18.437311,36.094444,44.83181,26.071213,18.00014,96.0882,26.423664,45.855774,41.863678,9.667568,37.159153,76.81857,34.23024,23.661522,48.17163,38.13858,53.0981,46.25225,15.417001,28.400932,26.692968,15.812532,11.297336,23.464222,50.833115,24.333948,20.809938,31.541027,31.149012,23.6924,36.416885,17.949432,14.527147,41.842976,13.038813,81.223434,8.115536,18.825115,23.731464,31.145208,24.095446,46.52201,22.865934,17.064682,41.492867,46.07571,42.8657,28.843996,11.945639,9.849754,68.538704,3.857429,19.746367,12.266979,29.835808,27.384956,23.878202,22.2537,14.993286,18.516247,13.835659,42.77289,44.052322,37.067078,121.81295,19.625053,59.59343,27.84334,20.82989,35.170643,34.477867,23.158714,117.29027,61.81266,34.61885,29.364548,11.159283,26.985466,45.52114,65.9145,25.961218,13.243099,40.070118,25.573444,34.02935,666.94586
STAP1,8.141059,4.166932,5.733424,5.3832517,25.815956,8.322047,8.160569,4.529193,5.018993,5.972272,11.135841,7.380722,9.889334,10.277507,5.992333,18.342552,25.379953,57.1454,7.104179,6.8386793,0.751745,8.630213,6.449652,8.299242,6.0616713,11.697528,6.630771,28.918528,8.54357,3.470109,14.62337,42.051746,8.482681,14.1788225,13.420907,12.384367,16.929995,15.117116,3.2269971,7.2764406,7.644056,2.5334816,3.14657,8.3362875,19.586826,6.6057935,12.839103,7.3089232,14.608994,8.94479,10.762125,2.447478,3.785219,9.60707,3.9510953,19.828712,3.6231744,13.02752,2.724498,8.175824,6.959454,12.918114,6.586995,5.2544737,14.034716,44.15922,11.869399,6.9393625,2.5160775,3.855419,36.95544,1.1821105,5.3420835,4.5822096,10.486838,6.4273567,4.9663205,3.2878397,4.233127,3.544458,3.180358,11.413532,6.182839,11.432203,9.739298,6.460015,11.191542,10.0303755,4.5032997,11.322733,23.77872,4.789285,7.627428,11.466384,8.26429,6.0024524,5.205804,5.9016657,11.572023,14.1925955,7.4796576,2.9992208,8.345095,5.0142174,10.597785,182.97668
AREG,13.603298,8.365589,9.236933,9.519247,36.27597,12.531916,13.166365,9.063276,4.9578533,17.685736,21.529837,12.691641,14.046743,13.9641905,6.0408554,21.071304,10.420633,29.514015,11.80615,10.346941,5.8509703,19.968632,23.168596,9.28477,15.787854,31.809547,12.7796,18.396866,12.885689,6.2095523,34.397274,39.944,36.512695,15.686294,16.474493,12.709712,18.422846,12.795612,5.7029634,15.878546,11.46942,11.009491,8.084827,10.6663265,29.381811,11.213571,13.834099,14.315558,17.813763,11.460389,15.656193,6.7032504,6.2307415,13.896761,9.075179,44.001274,5.642376,10.9652195,13.383829,15.043296,13.567317,25.159874,8.630413,9.730411,26.829256,28.53372,29.063274,6.5995235,9.730433,8.422705,31.314505,1.9072857,7.028547,8.890461,15.401814,9.602682,15.814581,11.623269,23.17795,6.726241,6.637475,26.962154,11.554661,27.780558,22.141033,10.372439,57.114265,30.429016,11.176935,13.953817,13.282755,13.730355,16.082315,14.553532,16.814278,17.005547,4.3626623,12.744343,27.137873,31.517355,21.791378,1.3763479,14.927421,16.53392,17.555195,339.46637
ANXA3,67.52252,36.94949,63.472946,36.64045,184.49385,72.588,62.780384,55.598984,29.18259,110.51694,98.233955,69.7811,42.83668,58.42257,28.893698,87.35779,57.931187,234.37042,60.902256,21.312963,27.81175,72.48542,93.54516,57.60822,60.550526,90.21126,58.141674,212.33421,78.73074,41.254005,118.52276,227.8773,187.25056,86.97399,95.634964,55.548977,102.06299,66.42827,19.56334,51.575394,18.923006,38.617584,37.12221,36.962406,132.25256,43.55749,50.30067,71.42756,87.1297,71.845345,93.38627,36.099567,34.806488,80.440926,34.611916,232.194,32.834984,105.902985,39.62839,81.695305,69.74908,121.61911,42.794918,39.657837,98.16296,146.3775,116.66428,38.76532,20.582134,26.113834,149.24051,12.380207,63.798546,38.511227,75.359886,44.551365,47.719475,48.015305,38.14247,43.247864,35.026947,95.740234,48.796425,60.54023,132.48253,49.09673,104.94353,65.17855,38.83668,65.26828,93.14418,45.28829,75.66693,76.04521,72.10788,67.06352,29.588585,46.361893,93.67131,144.52238,81.77226,21.34049,91.65643,61.41906,76.71887,1481.6147
LINC01094,37.133614,13.507376,26.100132,21.389877,67.55144,24.668736,22.369595,24.81077,12.437284,32.172783,36.95573,38.315254,19.936623,28.849197,12.788486,127.359634,29.841995,214.1896,24.081383,9.992125,9.253624,37.636307,28.904135,19.15227,17.115223,28.98208,18.559343,52.24197,39.9145,18.894197,37.46615,65.557335,40.27279,31.97334,36.874165,19.518436,35.530556,30.675566,10.466232,20.068375,5.3044753,12.550685,14.277226,13.678193,54.87715,26.393194,19.922129,33.761177,45.746124,29.117664,27.106222,11.10327,12.659122,30.480028,12.8074045,67.95685,14.589224,24.29316,15.5443535,29.703762,26.73684,41.845963,15.033237,17.727287,35.530685,39.425026,44.9091,21.425362,10.029142,10.418601,60.783,2.9099512,18.95284,12.972977,31.837366,22.23754,15.880105,16.717327,17.660751,20.408392,14.146732,30.725033,27.886547,24.963636,45.294067,20.548721,29.5511,29.603865,14.11407,23.428226,47.95286,15.487523,34.233852,35.090935,28.710903,24.77462,17.503304,17.710629,43.315517,59.325043,29.905064,13.906096,33.058495,19.133924,32.933582,523.06726
BMP2K,294.34534,111.021324,208.49374,184.24295,667.7515,269.28668,233.89774,232.27032,125.98332,388.99918,332.8451,305.20102,164.66629,239.98431,92.118004,272.02817,243.63167,655.1273,218.31894,112.228455,104.31602,313.72296,357.89642,209.05603,152.97072,283.97504,198.22824,396.75732,376.7005,156.46455,406.2486,665.36957,449.8291,276.6539,428.85712,240.69405,401.62054,351.01694,92.609665,220.04893,58.05538,150.36844,106.37749,156.43755,447.58456,203.96358,206.1003,274.49207,386.75012,193.02467,283.44894,134.80464,129.11555,289.5726,128.00851,834.63165,107.83461,237.24515,197.02945,270.8791,246.71902,393.32263,185.47359,169.93504,358.21167,423.2226,406.34058,171.63199,109.596085,93.375305,555.665,57.119972,190.60593,161.39748,312.23904,200.74428,191.93036,198.6925,143.39476,166.46606,155.00972,355.16788,246.77686,229.87674,462.7585,235.39536,466.70087,270.39386,145.74481,226.42241,322.4864,149.1189,321.84863,303.8086,267.96362,243.5907,135.79729,171.9807,380.9576,565.6406,336.3855,95.914116,310.32742,216.14395,275.20993,5542.818
PPP3CA,138.26958,50.16505,123.44913,103.913956,345.79913,132.65369,123.86704,114.290855,72.42825,203.33154,168.80925,164.6643,90.34864,136.48573,57.70569,197.98317,140.5886,417.2311,119.96859,56.06931,65.96331,188.08688,206.61887,101.86824,93.877144,157.27066,107.28892,178.46037,185.28635,78.69774,224.98978,353.86526,193.44499,163.127,218.7864,133.97458,225.19899,184.56949,56.397095,127.140564,44.20404,74.9706,60.57608,71.36122,205.46545,108.762474,105.402084,156.19366,190.69348,115.54069,142.61217,72.42889,57.41097,153.48605,63.16401,487.17023,56.017136,94.84604,101.0824,145.2754,131.80829,190.08719,94.39313,89.533295,176.52486,219.24019,207.04764,77.50035,51.1609,38.384464,295.70514,22.689192,86.88795,79.82814,177.538,108.02071,97.22843,107.62853,69.32767,88.40232,87.501495,199.8312,141.7595,126.509445,288.56476,130.44824,258.2542,153.63237,75.17126,125.98642,198.77464,86.349525,171.87202,175.04631,146.0235,130.27731,61.185013,106.377106,194.13908,309.78198,191.24329,39.141453,164.41576,117.58755,154.91959,2938.876
CENPE,290.09595,121.35977,219.46451,203.14282,738.24603,277.9886,246.54817,249.74619,137.39761,427.6049,329.8684,352.7965,172.33951,234.69133,91.87181,265.47186,255.08679,614.0101,239.65779,103.5046,106.22037,349.61566,410.48804,231.22359,147.74556,283.45645,211.21603,360.62903,414.0688,155.86066,442.25095,618.1459,404.93372,303.98956,452.71854,257.16446,426.80637,353.49152,104.10891,219.14891,54.026016,163.62788,116.25836,141.11166,385.02127,215.86954,219.30235,306.30606,380.1952,210.92084,281.64288,137.14745,130.84378,320.3678,113.70973,1011.93823,107.4028,193.12656,214.68715,327.503,266.30673,426.56873,181.38745,198.54585,385.6591,425.59384,417.52826,137.65263,111.09482,86.67792,524.2484,66.34308,195.77896,166.27643,326.5747,220.86325,215.39023,227.32678,135.34315,189.85675,161.45557,396.30618,287.19354,248.45093,509.19717,249.64252,505.29025,281.84656,152.9586,229.41394,294.2157,169.46829,325.83395,338.75705,299.0371,266.00266,102.42089,191.51752,399.43335,597.4311,334.58444,100.98782,361.6653,248.28076,318.43555,5918.503
USP53,150.47711,49.002193,106.76723,93.46926,313.4113,122.94914,115.48749,102.95078,74.10415,192.20346,179.5705,147.12326,86.16728,125.71778,54.659378,177.13374,133.56091,347.24927,112.10308,53.43025,49.52174,179.23062,169.79813,99.30397,88.72934,136.19487,87.81402,177.72073,165.58638,67.61441,199.14467,316.02277,156.51498,136.29018,222.56845,132.54538,193.7592,176.491,61.51171,111.101425,51.191376,78.976135,78.859726,107.7646,217.43372,117.85402,97.60583,156.26662,199.48773,98.30053,129.13918,66.2997,56.29619,137.09665,61.209908,450.2237,52.74518,89.58041,96.096725,123.0711,117.77034,186.0657,80.02292,82.96181,171.24289,198.5188,182.64157,84.73469,50.157997,39.272106,278.9324,20.820013,94.05132,78.09051,171.39433,116.6694,98.7504,99.3891,72.78145,91.56822,77.03519,175.12608,130.39853,119.350044,229.05992,116.10585,249.65173,136.82246,72.53053,120.1019,170.77826,83.88199,156.52353,167.00165,128.06938,113.20137,91.77896,87.99612,182.43585,278.76126,172.51515,64.036934,162.06789,105.80687,141.0549,2602.692
ANXA5,210.81026,79.93314,161.72446,148.87311,461.77823,194.45284,177.85043,162.31723,96.65457,325.18576,228.15227,227.77843,123.889046,174.38025,70.74996,325.77142,201.74127,596.68756,162.2996,81.76187,83.68096,261.75928,269.1447,152.28638,118.00553,204.74467,150.34262,264.03568,266.6677,111.52662,310.22504,447.89362,260.14355,214.4971,327.07047,188.91405,295.4745,267.9367,76.36992,164.57576,41.99235,111.4139,83.76681,107.50108,282.18976,147.92232,150.28146,224.19109,288.4683,142.08624,193.96301,97.3672,88.97831,208.30336,94.56695,811.0729,73.17251,137.30083,135.92104,188.38634,192.5931,308.11734,126.15256,120.86853,278.6356,269.25864,276.6025,101.65552,82.38115,70.29683,394.4964,41.923443,126.50464,121.72163,265.38065,153.43318,141.2707,141.38786,100.59102,116.45696,122.78785,266.43985,190.3605,183.5195,348.25143,162.99112,314.8553,180.92163,108.229355,171.63748,250.69905,132.71336,229.4218,267.67273,192.96225,166.8779,108.45774,136.90784,265.02954,412.10303,233.04434,76.23882,241.51797,154.76949,198.04495,4037.7605
CCNA2,618.6975,248.0564,465.14276,439.0003,1499.547,554.20135,517.37805,473.28824,316.3027,902.1176,654.5612,716.7783,370.42154,553.1249,230.91571,635.63385,544.7188,1411.7222,487.48444,238.27975,225.9368,744.80676,825.558,445.39636,340.85117,585.30273,420.59827,727.4069,815.8404,308.0609,873.9379,1249.3479,767.656,598.64355,923.7659,521.9649,870.7103,768.4488,230.86963,506.96686,143.27191,336.7558,275.24655,339.82098,775.1046,446.2764,456.1476,667.07776,838.8383,438.3775,565.24194,303.38074,256.86423,616.85754,267.75253,1926.9784,218.05238,404.89026,429.75873,604.7543,527.0269,861.733,380.4264,380.78864,772.9833,783.9851,854.692,304.37012,243.42314,172.86911,1087.3652,135.72606,389.09366,315.46533,749.94385,467.4796,451.1492,429.18048,295.57953,376.2678,336.12845,749.09985,565.2818,508.77747,916.05536,513.87036,988.15686,577.37585,327.09955,486.82922,695.7143,351.2931,657.50574,696.22,616.21155,512.23645,291.92505,389.61716,818.6599,1222.7019,697.72546,216.0101,727.0099,497.2363,621.7576,11889.33
JADE1,234.10025,106.25312,177.85208,164.47179,542.2821,212.91585,204.27393,171.92346,113.43937,348.33563,258.03903,265.94778,141.10461,200.15846,89.55228,213.87996,195.57347,481.389,167.34961,117.647995,97.32643,279.22562,298.19388,180.76636,133.61978,260.8256,167.04868,286.35684,318.5697,122.94545,323.57953,478.94983,317.14548,231.1026,357.91507,192.06412,337.37476,279.20932,80.868286,191.53189,72.72503,135.39485,99.79446,122.36636,300.08533,168.35696,170.1726,259.58014,277.94818,181.307,224.91058,119.094475,103.252945,239.80797,101.15529,737.13214,92.168175,152.37018,159.89212,230.52396,196.27582,318.57016,134.11751,150.91562,287.08664,328.89764,317.61084,122.09864,91.2547,75.20295,404.32056,44.11647,146.0862,121.29468,277.0079,184.63148,162.10132,165.76404,111.18935,160.97775,125.28639,305.09283,215.253,214.68347,575.969,202.5383,354.9807,202.84686,120.30308,182.15799,259.19452,125.1844,256.0209,258.37216,237.27649,197.39418,93.286316,173.12605,322.5437,486.48935,289.4711,80.753494,274.97583,193.61432,235.98279,4583.602
SLC7A11,12.221576,7.7336574,21.650549,13.502161,44.22658,19.926353,18.877302,13.618055,10.027872,31.227379,19.640812,27.325102,14.497997,17.713428,8.47358,27.119682,13.062536,42.75971,19.00552,6.4980364,6.121747,27.991234,29.55748,14.264735,39.844078,43.156,14.454207,23.480715,30.907244,10.497439,34.272762,41.083527,30.282578,16.490536,31.776941,16.648819,31.773323,29.178204,6.160486,13.757446,4.1917267,11.395164,7.9190035,7.498726,19.726023,9.856734,11.850588,21.43794,27.462807,10.194983,21.972704,5.0039034,7.0322328,25.83268,9.276871,72.78656,5.313136,9.903242,8.510568,26.277222,20.039165,27.022873,12.143092,13.58072,29.908764,23.163773,30.282402,10.868835,6.5918016,3.8614671,34.08554,3.030776,12.60708,9.095504,16.816628,15.213844,16.30653,17.917048,7.552237,10.195167,14.037085,24.129513,22.893253,19.709393,37.391838,13.046637,40.895897,18.01105,8.835066,13.57226,23.331936,12.532686,20.870562,16.56218,21.094776,15.87464,8.164533,12.679772,31.741016,43.11796,24.46283,3.61763,18.227573,16.72859,22.081741,410.36322
RP11-98O2.1,13.078846,27.09998,13.604742,8.297812,32.97693,15.413801,12.180555,15.761045,6.6311293,22.633652,15.746363,18.092031,16.914268,19.309671,14.148415,8.349892,12.735284,25.435087,13.03285,4.5100603,15.582408,19.991987,16.402954,15.140177,6.0449734,25.423712,13.304985,15.961083,22.803305,8.057009,37.785378,43.42358,25.764874,13.747045,25.62808,13.817053,26.378872,16.73744,2.3121343,8.602205,3.2011952,8.629791,7.9113374,7.318916,27.540874,3.713151,7.622897,16.697561,14.449795,29.785553,19.408533,3.4661124,3.0741227,16.107964,7.377802,38.91064,6.6023374,10.891256,11.427376,14.88232,14.357637,23.980684,10.808617,4.7805834,20.196423,18.589256,17.470716,11.497689,2.9110768,5.795178,17.938116,2.5034206,8.068269,11.622929,15.721468,12.094248,10.431789,14.93666,5.728674,11.52418,10.203381,19.610435,14.1502,13.474947,96.08929,7.405398,27.03331,18.083014,9.497324,16.373577,23.962702,5.5104623,31.621979,15.782132,10.457359,13.030861,9.43547,10.29578,23.092386,37.992474,23.32239,2.8563514,20.795895,13.355122,15.16345,301.11108
RP11-83A24.2,76.78028,31.059835,57.33249,54.800026,169.64554,72.109184,67.52379,59.52387,35.750805,119.58105,81.66832,86.26167,42.74732,67.17549,23.82417,64.8273,55.19438,163.8164,56.19049,26.993395,30.398829,91.343735,96.77177,56.80241,35.560284,68.02669,56.62738,95.27518,101.06829,36.397182,108.83202,139.88553,99.20659,70.61222,115.07381,69.92239,110.15698,91.094345,25.92688,60.00396,15.23403,41.633842,29.06108,43.683075,98.04557,51.07689,53.88807,80.39911,108.00978,54.30709,69.09668,38.80697,28.62811,86.01654,34.36893,238.72765,31.057993,51.59751,52.964863,77.77251,67.05797,104.30332,43.50284,47.152668,100.047455,94.626656,107.08356,36.80349,29.012508,19.342638,124.478836,12.207108,52.780037,39.012993,80.39113,61.597134,49.742783,54.432755,32.10083,54.33384,36.49057,97.60241,66.15427,60.552788,131.56696,59.674168,124.78286,71.71422,39.59465,63.12649,73.69711,39.21253,87.457405,92.30213,75.83446,61.244915,35.321373,50.98372,105.09105,159.16605,97.465965,20.654537,89.20844,59.505226,82.32779,1486.0974
GYPE,478.64133,195.69383,355.8834,341.32745,1018.1023,412.76425,354.56552,385.9246,213.46698,676.6758,494.27634,536.2889,263.30508,373.39224,151.36316,370.2353,345.1403,917.41766,310.55954,178.07771,189.90521,633.1501,591.68207,420.28482,239.78702,417.2657,302.6663,532.4402,854.6728,241.24678,631.1801,944.887,615.5115,416.90848,794.19116,411.25714,644.7837,535.9406,162.47069,333.12332,113.48532,234.52223,165.73303,301.16992,630.6675,359.81076,407.45493,509.5731,924.86346,307.6353,452.16858,214.1557,200.1057,460.80637,201.23021,1342.1322,185.28564,295.48544,302.3886,452.9046,348.34384,607.52936,276.18588,264.22302,556.0923,602.2005,619.3713,232.26965,171.71179,116.417114,762.10144,78.14685,326.6025,331.60855,572.41486,319.1352,300.00793,328.17316,203.02412,288.6377,243.01515,546.9585,448.8487,391.49664,715.03937,348.59897,684.6399,399.15045,226.01233,352.17252,463.40808,244.52354,496.1953,512.02997,418.33817,362.0973,272.5994,277.41855,587.19666,907.4708,535.15216,182.07141,551.6565,364.32977,430.25293,8515.342
GYPB,2065.6067,757.3361,1319.3154,1829.9409,4181.392,1549.1918,1507.7006,1771.0752,927.952,2942.6763,2572.611,2052.7634,1152.5566,1740.2236,717.82385,2745.8716,1980.9562,5940.131,1656.3728,708.0939,733.32794,2970.7349,2184.9333,1936.6552,1042.5968,1777.8884,1612.1216,2174.6768,4538.198,968.96,2633.5444,4176.5166,2834.9531,2410.5422,3214.6357,1736.7362,2432.7769,2157.9631,696.38354,1321.8638,448.8307,863.07666,725.6918,1398.518,2396.3333,1589.8933,2127.1033,2031.2163,5074.1377,1422.7169,1585.6328,830.73425,801.27594,1802.0945,842.09534,5727.0083,616.8989,1150.2688,1204.4866,1697.5745,1838.8484,2489.7349,1129.5093,1030.4529,2216.1445,3275.132,2564.4463,1028.9303,708.10925,505.73923,3805.6357,365.48407,1481.8218,1173.1047,2675.5903,1357.646,1304.1161,1361.6804,885.61786,1277.307,1061.4633,2574.888,1582.6173,1571.8806,3465.2356,1430.4379,3523.9526,1734.8531,984.4176,1446.7733,2316.5486,1089.8512,2565.4385,2564.7703,1715.1614,1459.773,1466.341,1245.4929,2329.8755,3521.8142,2676.384,842.43835,2107.6155,1480.2836,1750.9777,34949.355
GYPA,1247.4922,443.91052,852.2899,977.6174,2648.4087,1034.7861,960.2959,1095.4404,543.03503,1695.679,1604.2759,1278.2985,709.9106,1060.07,432.61115,1886.0193,1441.0768,4048.335,1126.5503,480.98834,465.19144,1638.3121,1459.8843,1345.6038,697.9327,1073.4359,936.6225,1556.5679,2406.4282,639.55963,1671.04,2672.1782,1947.6448,1546.885,1880.1228,1020.16754,1601.1136,1311.7874,431.83826,843.38104,343.04623,665.655,477.8059,754.3729,1518.7407,890.0757,1179.2767,1224.2338,3004.3115,845.16113,1062.7354,536.6425,545.1699,1232.0743,524.78094,3574.342,449.65393,784.37634,752.9099,1149.6033,1069.6908,1605.5966,738.2267,664.7127,1472.3486,1967.6819,1612.5017,638.9006,480.40274,366.63882,2540.346,215.78441,877.61176,738.27234,1573.0775,785.1832,805.001,858.74835,595.23254,736.4547,676.0368,1650.7194,1047.7249,958.21423,2288.9338,933.0179,1925.6384,1121.5156,635.64374,988.6459,1533.8314,701.1851,1348.9983,1497.1752,1117.5249,928.6481,726.2665,746.2746,1586.2286,2295.221,1611.5487,435.40372,1377.2915,961.6455,1170.9078,22548.914
TMEM154,33.242867,15.379079,29.733015,25.793085,93.03825,34.75057,33.3374,26.96136,20.944021,47.698055,43.754883,38.16259,25.692263,33.545696,12.638185,91.86264,44.019714,141.87393,39.29523,18.874914,15.718069,52.567028,30.114836,31.407011,48.66646,37.573765,26.189377,48.299313,35.29641,19.514338,54.165527,108.45556,45.39907,52.752968,55.71525,32.253006,56.176643,55.56724,12.769535,29.270227,11.285041,14.48083,14.643225,24.207266,49.993595,23.372066,31.773052,32.786613,52.68258,25.757982,34.671745,18.099005,20.000391,38.781784,15.482707,126.87262,13.667898,28.231915,21.750404,37.72805,38.67154,51.701576,26.094408,20.32653,45.420662,75.251076,54.72243,17.118374,17.526268,14.319468,84.7349,6.1961913,26.79888,21.872856,37.400528,27.017776,21.107504,22.596233,16.3239,19.921398,14.366086,44.565937,39.266994,33.244473,43.32711,40.44216,48.112427,37.589283,23.927094,34.337406,48.107254,21.011662,39.76952,47.5339,34.350616,38.53792,19.945118,25.871101,47.879154,71.81133,44.913998,10.592222,36.579254,28.915113,37.195004,734.2844
HMGB2,1392.2878,647.5988,973.6401,1149.2195,2895.4116,1076.5662,1155.0187,950.2774,803.9995,1897.4364,1470.0525,1498.1058,1094.2593,1554.111,732.7396,1562.3496,1313.5214,3277.8281,1003.83276,627.7239,509.32587,2030.1274,1612.3777,958.4986,900.135,1455.9026,850.3414,1742.7579,1872.6382,746.23114,1692.8384,2562.9697,1741.3116,1206.3942,2228.8938,1342.6073,1929.701,1890.9509,621.00244,1079.259,460.5165,658.99854,717.89087,1015.0903,1836.6196,1232.8666,1085.1455,1691.4283,2248.9026,1123.5831,1217.0084,674.61035,575.1437,1333.868,574.72437,3782.8323,428.74872,1013.4177,862.6094,1164.4758,973.3353,1585.5638,840.51733,761.8532,1609.4852,1756.7279,1870.6184,715.6395,562.62427,471.99866,2480.1882,337.83298,903.19226,843.86597,1801.4546,1218.9153,960.6576,851.42554,730.0329,1046.0005,715.4024,1495.6729,1179.8154,1306.6399,2188.3062,1069.3312,2152.8345,1254.2014,617.04755,1300.0115,1953.4642,840.28955,1480.6085,1653.4763,1195.4496,1012.7544,830.185,801.1345,1810.411,2757.7861,1573.5605,703.2326,1596.4211,892.6275,1354.9021,23520.87
