Gene,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
ENSG00000156298,-1.1126701e-06,-15.1639385,3.5196751e-07,1.3766304e-07,13.59887,-8.362079e-07,-4.889589e-07,3.3443317,0.051814668,-2.2880386e-07,-0.24223396,-3.5127118e-07,2.1059436e-06,-1.2694296,-0.14792076,-6.511738e-07,-2.1840768e-07,1.4082286e-06,-2.369679e-06,3.158363e-07,7.29981e-07,5.1430544e-07,0.2047907,1.2724745e-06,-4.128165e-07,-7.3149556e-07,-0.3762876,1.1683916e-08
ENSG00000156313,1.044045e-05,-3.7254646,1.9136767e-05,3.0539588e-05,-2.427951,2.006216e-05,1.784538e-05,1.2891581,-1.5667901,1.3904043e-05,-0.82416695,8.806071e-06,2.2438346e-05,0.4037377,0.41006312,1.54108e-05,1.3046753e-05,1.7809138e-05,1.4031413e-05,1.38743735e-05,1.2966912e-05,1.9971889e-05,5.5653033,1.0969706e-05,1.44651385e-05,8.304374e-06,0.87581104,1.5502548e-05
ENSG00000156475,8.207663e-05,0.031141413,0.00014681483,0.00013564977,-0.6081607,8.094565e-05,7.745538e-05,-0.04277122,-0.1306776,8.511291e-05,-0.1109771,8.2109385e-05,0.00015501706,-0.1245685,0.0326483,8.297907e-05,7.316345e-05,9.0656344e-05,8.505326e-05,9.948423e-05,9.0349226e-05,0.00012140905,0.40553528,7.487399e-05,8.927341e-05,6.64223e-05,0.54601276,9.844445e-05
ENSG00000156738,-3.751322e-05,-0.90171564,-5.6190842e-05,-0.00011463243,-5.820254,-5.4691784e-05,-5.617035e-05,-0.07427973,0.14196166,-4.3855856e-05,-0.8959588,-7.2802635e-05,-3.5227637e-05,-13.171788,-0.42460275,-5.210406e-05,-5.9748643e-05,-6.4252934e-05,-6.372663e-05,-5.1795298e-05,-3.9935057e-05,-4.0107956e-05,0.16142419,-3.4847777e-05,-5.1469284e-05,-4.0814204e-05,20.986227,-4.6092075e-05
ENSG00000156804,-6.840408e-05,0.9701494,-0.00011955398,-9.8090386e-05,1.5753433,-5.7375593e-05,-6.482853e-05,-0.61991644,-3.0742016,-6.0533173e-05,-0.65787077,-5.303949e-05,-0.000101725906,-1.5763861,-0.103057526,-6.803395e-05,-6.0290375e-05,-6.9482034e-05,-7.0039845e-05,-7.853141e-05,-6.708297e-05,-9.4471485e-05,3.5796955,-5.7061403e-05,-6.061973e-05,-4.699523e-05,-0.092396155,-6.402622e-05
ENSG00000157005,0.00011677951,0.011547077,0.00018350244,0.00014159757,-0.06759368,7.853157e-05,9.595048e-05,0.044542227,0.06292272,9.710543e-05,-0.025931215,0.00010740623,0.00016363483,-1.5569565e-05,-1.2481659e-05,0.00011196023,0.00010179779,0.00013638796,0.00011674009,0.00014416057,0.00011891191,0.00016692386,-1.5584838,0.00011269485,0.0001227561,8.923354e-05,1.5306917,0.00012686805
ENSG00000157168,2.3953358e-05,-11.008686,4.4094308e-05,4.5597513e-05,14.295404,2.4614788e-05,2.5255995e-05,-0.5933813,-0.5154405,2.5534922e-05,-0.49277934,2.6711456e-05,4.9657094e-05,0.68715996,0.036243726,2.6513653e-05,2.2803632e-05,2.7854558e-05,2.6461266e-05,3.2701846e-05,2.8005925e-05,3.71697e-05,-1.7452172,2.2644408e-05,2.9086637e-05,1.9707562e-05,-0.66387373,3.2695305e-05
ENSG00000157404,-0.00019033157,-1.6491704,-0.0002865697,-0.00016909992,0.23836765,-0.0001309033,-0.00013027177,-0.6954107,-2.5826917,-0.00016869714,0.15589938,-0.0001606943,-0.00022399277,-7.2180524,12.252465,-0.00014441955,-0.00016014621,-0.00013675347,-0.00018391565,-0.00016454917,-0.0001503624,-0.00022910022,-2.29534,-0.00015607216,-0.00013688272,-0.00014274043,1.7971574,-0.00015678731
ENSG00000157423,7.036888e-05,-0.5365157,9.8912504e-05,7.841438e-05,-3.5392692,6.692147e-05,5.759733e-05,-0.15229383,9.933636,5.57831e-05,-0.08847817,5.669579e-05,9.243907e-05,-0.31055042,-0.16519517,5.1667306e-05,5.628878e-05,5.557666e-05,5.6584668e-05,6.0007726e-05,5.0293263e-05,9.518949e-05,-4.914798,6.073894e-05,4.2900087e-05,4.1084386e-05,-0.22772628,4.5964414e-05
ENSG00000157514,-1.7736138e-05,2.4372818,-1.3798982e-05,6.450208e-05,-12.107164,-5.8511205e-08,1.0081028e-05,-15.047514,-7.5575085,4.0586115e-06,-11.871031,1.2137328e-05,-3.0414802e-05,6.5020657,1.764331,1.325249e-05,1.300786e-05,-8.0881324e-07,7.003742e-06,2.7933876e-05,-8.68693e-07,-5.193101e-06,1.6753087,1.9335284e-05,2.8877268e-05,1.3977862e-05,34.204098,-1.7464283e-05
ENSG00000157554,1.3800195e-06,-0.23783953,2.3423067e-06,3.4340571e-06,-0.22811033,1.913571e-06,2.44668e-06,3.2032683,0.026527215,1.6020219e-06,-0.26569593,2.2431777e-06,1.7460297e-06,-2.4209905,0.4046452,1.5406614e-06,1.9023042e-06,2.1833384e-06,1.6977486e-06,2.255544e-06,1.7093707e-06,2.2988334e-06,-0.10383994,1.1227351e-06,1.0584329e-06,1.4131642e-06,-0.37799942,1.395534e-06
ENSG00000157765,-2.093099e-05,128.16383,-1.8646246e-05,-2.3562166e-05,-102.55503,-1.9575322e-05,-1.6498478e-05,-2.4053223,14.512695,-1.9786632e-05,-1.3498535,-2.209918e-05,-2.4208412e-05,-9.768008,-1.6581426,-2.339099e-05,-2.3730554e-05,-2.1965812e-05,-1.2802719e-05,-1.6637872e-05,-2.4709727e-05,-2.3589928e-05,-23.581081,-2.4002826e-05,-2.3196755e-05,-2.3386548e-05,-1.3587109,-2.5074103e-05
ENSG00000157856,6.133579e-05,-0.018843973,9.66654e-05,0.00010508598,-0.13985455,7.126889e-05,6.740527e-05,-0.022612344,5.4060173,5.6020293e-05,0.032874495,6.198305e-05,7.221643e-05,-0.13592339,-0.011458076,5.361374e-05,6.046308e-05,5.6628105e-05,6.0962902e-05,6.671721e-05,4.464237e-05,0.00011072632,-5.215882,5.806975e-05,4.8254064e-05,4.295921e-05,0.10445288,3.3576474e-05
ENSG00000158023,1.2088998e-07,-1.0287366,-5.9628015e-08,-1.9580348e-06,-4.392719,1.211408e-07,-5.8395767e-07,-0.06830672,11.072311,-6.1493415e-07,0.05426834,-8.204652e-07,-6.016667e-07,0.5007851,-0.012243247,-1.2593032e-06,-1.1230106e-06,-1.8718467e-06,-6.9731686e-07,-1.2007512e-06,-2.2636978e-07,3.7809463e-07,-5.683241,-2.2548524e-07,-7.5006756e-07,-7.222533e-07,-0.4421038,-1.8389209e-06
ENSG00000158050,-8.924426e-05,0.6167657,-0.0001310479,-0.00011486105,3.076535,-8.429404e-05,-8.780152e-05,-1.173686,-3.0250666,-8.668472e-05,-0.11891713,-8.740614e-05,-9.179001e-05,-10.918991,1.120657,-7.973113e-05,-9.810705e-05,-7.430913e-05,-9.793596e-05,-8.6766064e-05,-7.964197e-05,-0.00012047409,-6.2259746,-7.474379e-05,-7.761202e-05,-7.889308e-05,16.650383,-6.933656e-05
ENSG00000158062,-1.2223516e-05,2.3954577,-2.4150051e-05,-2.6537677e-05,-1.2322679,-1.2355576e-05,-1.23271e-05,0.19964643,7.6238437,-1.45098675e-05,0.09535916,-1.2836853e-05,-3.1871263e-05,-0.1303676,-0.49609825,-1.1090774e-05,-1.0699743e-05,-1.1343937e-05,-1.416867e-05,-1.613578e-05,-1.604729e-05,-1.8754507e-05,-8.351275,-9.7947495e-06,-1.1882095e-05,-7.576686e-06,-0.10400785,-1.4582991e-05
ENSG00000158163,6.1283845e-06,-0.61103815,9.351024e-06,5.7818106e-06,-0.93834794,6.564226e-06,5.38495e-06,0.017079707,0.52372247,5.0073477e-06,-0.016919557,4.479616e-06,8.953003e-06,0.12470474,0.010098632,3.9086926e-06,4.370642e-06,5.187841e-06,5.2014407e-06,4.6488694e-06,5.1155484e-06,9.840301e-06,1.1895552,5.034178e-06,4.3711e-06,3.477038e-06,-0.2989625,4.624491e-06
ENSG00000158477,-3.5421058e-07,0.01636243,-3.076464e-07,9.843123e-08,-0.08127662,-1.5347575e-07,-3.7926375e-07,4.7364712e-05,0.00014632617,-1.8162464e-07,-0.017681502,-7.702967e-07,-2.9786352e-07,-0.408767,0.27419612,-2.5340157e-07,-1.547775e-07,-2.2589295e-07,-7.9751516e-07,-2.387809e-07,-3.3972728e-07,-6.45593e-07,0.0145614715,-1.3642747e-07,-4.7631158e-07,-4.682407e-07,0.202418,-4.7416614e-07
ENSG00000158481,-6.706735e-08,-0.070871435,4.103502e-07,6.8840075e-07,-0.40255383,2.304922e-07,2.7612663e-07,-0.025229586,0.01585705,-1.3490082e-07,-0.06794225,-7.5803285e-07,-3.0418144e-07,0.80345744,-0.11165395,1.6300004e-07,-8.6163524e-08,-6.707764e-08,-2.2338979e-07,2.835961e-07,-6.6371746e-07,2.1327446e-07,-0.16204347,1.6370812e-07,-1.8584444e-08,-3.8295718e-07,0.02097983,-2.1749598e-07
ENSG00000158486,-1.6711052e-06,0.18792091,-3.9648226e-06,-1.0901739e-05,-0.28557694,-1.07969445e-05,-9.3163835e-06,-0.021697544,3.7958236,-4.5785628e-06,0.025189344,-3.7339164e-06,-6.076732e-07,-0.09212699,-0.22666311,-4.580432e-06,-5.504247e-06,-1.1166929e-06,-1.0923788e-05,-2.0567093e-06,-2.8338904e-06,-1.1207637e-05,-3.2420762,-5.49115e-07,-4.0711006e-06,-1.8985734e-06,-0.14070272,8.5887973e-07
ENSG00000158488,-3.1058496e-06,0.05140915,-3.958657e-06,-3.99856e-06,-0.1452035,-2.8911104e-06,-3.899392e-06,-0.054241348,0.3411115,-2.6216455e-06,-0.24814555,-5.0892927e-06,-3.1650054e-06,2.5165722,-0.34152678,-2.9525575e-06,-4.0548566e-06,-5.595959e-06,-4.2234233e-06,-2.5906904e-06,-4.9803175e-06,-2.9907144e-06,-0.45610052,-2.8077975e-06,-3.3219458e-06,-3.8478333e-06,-1.6638047,-4.4547364e-06
ENSG00000158517,1.3967434e-05,3.8699253,3.3261094e-05,4.5684057e-05,-1.8788981,1.4918795e-05,1.8379202e-05,-0.07416141,0.4811321,2.1344704e-05,-4.128399,2.0912896e-05,1.8741912e-05,2.7027044,-1.3186578,3.382383e-05,2.1866688e-05,1.748564e-05,1.9220262e-05,4.2760228e-05,1.4111169e-05,2.4707873e-05,-3.9444818,3.94804e-05,3.2814103e-05,3.1856893e-05,4.2903447,2.1577283e-05
ENSG00000158578,-1.5522286e-05,-0.027234614,-2.421633e-05,-2.4111092e-05,0.1529266,-1.5935708e-05,-1.2915801e-05,-0.039703622,-0.007028345,-1.6037298e-05,-0.0012170437,-2.0156669e-05,-1.4997377e-05,-0.34940404,-0.0015731971,-2.0825975e-05,-2.5026357e-05,-2.1308015e-05,-1.2803553e-05,-1.410793e-05,-1.603244e-05,-1.914364e-05,0.3210029,-2.0093294e-05,-1.9195686e-05,-1.5531914e-05,-0.047422037,-1.8433057e-05
ENSG00000158747,-2.7063888e-05,2.9703424,-2.8982395e-05,-5.236421e-05,1.1428121,-4.174906e-05,-2.9540222e-05,-1.6740505,0.24629322,-2.6586311e-05,3.9026287,-2.4368479e-05,-4.17898e-05,-0.62341815,-0.18592897,-3.0052126e-05,-3.001347e-05,-3.2394924e-05,-2.5727859e-05,-2.832677e-05,-2.9912942e-05,-3.6998048e-05,-5.4659915,-2.4686742e-05,-2.431099e-05,-2.0903482e-05,-0.31210104,-2.5383612e-05
ENSG00000158825,2.1781358e-05,1.8931525,3.4950637e-05,2.6344984e-05,-0.29110384,1.7397306e-05,1.7721759e-05,0.51032287,-0.03093311,2.2206226e-05,-0.4954557,2.3344623e-05,2.4328703e-05,2.442276,-0.027576191,2.037495e-05,2.1357799e-05,2.1031969e-05,2.4251496e-05,2.0558513e-05,1.9840121e-05,2.8807095e-05,-2.6899166,2.0891392e-05,2.0286761e-05,1.903696e-05,-1.3111905,1.870148e-05
ENSG00000158859,-3.577301e-06,0.12237235,-5.961038e-06,-4.1609774e-06,-2.1519763,-1.6042457e-06,-2.222935e-06,-1.0531832,-0.092108555,-3.0852148e-06,1.7217255,-3.472826e-06,-7.941287e-06,1.4426197,0.0013522165,-3.6903916e-06,-1.4036141e-06,-2.948012e-06,-3.8544863e-06,-4.8180736e-06,-4.12326e-06,-5.9597005e-06,0.1110848,-2.9594557e-06,-4.1020985e-06,-2.2088107e-06,-0.10181168,-5.6165454e-06
ENSG00000158869,5.248187e-05,-8.883956,4.9423277e-05,9.433716e-05,-15.189608,3.9259867e-05,6.183437e-05,6.408878,-1.6267568,6.0937502e-05,-7.068014,8.673527e-05,5.4383934e-05,39.51607,12.53597,7.2833995e-05,7.827525e-05,0.00010505899,4.956976e-05,8.078076e-05,6.931362e-05,5.0131082e-05,4.619057,7.1217866e-05,7.268441e-05,6.704411e-05,-30.312902,6.9602145e-05
ENSG00000159167,1.9567577e-05,0.51242566,1.8928042e-05,2.4468627e-05,-12.42391,2.1613689e-05,1.600933e-05,0.45241362,0.23999299,1.9530007e-05,0.2938379,1.8175235e-05,2.0272651e-05,0.12592344,0.038555622,1.6750551e-05,2.307659e-05,1.799342e-05,1.7912527e-05,1.7139002e-05,1.991339e-05,1.9618152e-05,10.8574505,1.5717815e-05,1.7217262e-05,2.130437e-05,-0.09704771,1.5653633e-05
ENSG00000159189,3.830375e-05,-9.14899,5.424011e-05,6.267021e-05,-5.8752313,3.8373797e-05,4.1059444e-05,-8.054591,-1.7610345,4.130613e-05,-3.3196754,5.622483e-05,4.6224934e-05,53.61242,0.7015591,4.475602e-05,5.538186e-05,5.1891206e-05,3.75834e-05,5.9774215e-05,4.8623235e-05,5.1881012e-05,1.8429012,5.6900553e-05,6.341712e-05,5.7116187e-05,-27.998295,3.7566577e-05
ENSG00000159200,1.1245826e-05,-1.673612,2.0256151e-05,2.2899078e-05,2.3383045,1.1978977e-05,1.12659445e-05,-2.11019,-0.4033735,1.20522345e-05,-0.07699822,1.4336226e-05,2.3803235e-05,2.7091265,-0.0015002147,1.2733321e-05,1.1287463e-05,1.5163908e-05,1.2014541e-05,1.5851434e-05,1.3592974e-05,1.6807704e-05,-0.31578124,1.1190557e-05,1.411807e-05,1.0062511e-05,-0.46625265,1.693883e-05
ENSG00000159231,-9.737325e-05,3.0046158,-0.0001888229,-0.0002109233,-4.8108807,-0.00014185907,-0.000118484844,-0.081919946,2.9023087,-0.00012466536,-0.31891623,-0.000116508025,-0.00020516016,0.89100724,-0.1837119,-0.00010104234,-0.000103254395,-9.489894e-05,-0.00014454241,-0.00013926471,-0.00013194086,-0.00020871808,-0.85202837,-0.00010452018,-0.00012383005,-9.338814e-05,-0.54791397,-0.000110563706
ENSG00000159251,9.240658e-08,-4.5351342e-05,5.351432e-07,8.882831e-07,-0.0056119384,1.9774613e-07,2.1544909e-07,3.1049276e-05,3.672427e-06,3.002453e-07,-0.0669535,1.860619e-07,4.4831557e-07,0.06308383,-0.0065971953,2.5239456e-07,2.2951008e-07,7.6000214e-07,2.8323413e-08,7.2938644e-07,3.270896e-07,4.4577703e-08,-7.695928e-05,3.7606247e-07,2.9322524e-07,8.4420925e-08,0.016160125,3.0462425e-07
ENSG00000159307,1.1350747e-05,-3.9246032,1.4029875e-05,1.4654746e-05,3.8069344,1.25063725e-05,1.067481e-05,-0.052105986,0.12889794,7.3263554e-06,-0.0034455468,6.601465e-06,6.9859175e-06,0.11833474,0.00029624096,8.314604e-06,1.1941516e-05,9.329205e-06,5.8349033e-06,5.2250834e-06,6.250922e-06,8.489868e-06,-0.001203045,7.479664e-06,9.081211e-06,6.2039526e-06,-0.073275365,7.457741e-06
ENSG00000159339,4.906101e-06,-0.16017742,5.5944706e-06,9.640344e-06,0.7652136,4.583621e-06,5.907793e-06,-0.016760038,0.007039021,5.9564013e-06,0.0070667774,7.970982e-06,4.649703e-06,-0.3054711,0.0032776701,6.84283e-06,7.486831e-06,9.309653e-06,4.5667293e-06,5.8275436e-06,5.305772e-06,3.6534323e-06,-0.0019446979,4.5273714e-06,6.248013e-06,5.8328806e-06,-0.29835704,5.975238e-06
ENSG00000159388,0.00018225095,0.9816605,0.00033456399,0.0003377249,46.24575,0.00014769369,0.00016046669,-0.9452211,-2.8231,0.000183039,0.56498975,0.00018760444,0.00041420967,-14.00248,3.0190275,0.0001969952,0.00014523232,0.00023029638,0.0001913474,0.0002312263,0.00023553552,0.0002573798,-46.77765,0.00016874126,0.0002272013,0.00013532513,13.732797,0.00027284469
ENSG00000159403,-2.3532873e-05,9.783967,-2.3316717e-05,-2.7683947e-05,-8.198597,-2.6247713e-05,-2.1311287e-05,-2.0972052,-1.1018426,-1.623077e-05,6.073955,-2.058304e-05,-2.8026841e-05,-2.5981286,-0.36463207,-1.9531397e-05,-1.8796378e-05,-2.5343217e-05,-2.0453423e-05,-1.821132e-05,-2.111999e-05,-2.7436405e-05,-0.24336311,-2.217353e-05,-1.8463896e-05,-1.7287051e-05,-1.2537341,-2.3432454e-05
ENSG00000159496,1.0642656e-06,-0.08978296,-2.2879598e-07,4.189047e-06,-0.27524957,1.4266477e-06,9.288261e-07,-0.008836272,-0.027414141,1.758093e-06,-0.21550407,2.7393905e-06,7.939117e-07,-1.714316,-0.009537711,1.0897802e-06,7.30575e-07,2.5234115e-06,-7.229291e-07,8.720829e-07,9.4432176e-07,4.0473185e-07,-0.18866053,-4.7244677e-07,1.3484845e-07,9.364651e-07,2.5292823,2.5941262e-07
ENSG00000159588,9.020773e-06,-0.49238753,8.41796e-06,1.1347852e-05,-2.3053498,9.802471e-06,8.347789e-06,-0.2855371,13.12367,8.358837e-06,-0.26061523,7.881839e-06,7.007029e-06,0.28391215,-0.13649447,7.4680606e-06,1.1602472e-05,1.05061135e-05,6.1350847e-06,7.707598e-06,1.0001598e-05,7.849082e-06,-9.422971,8.051689e-06,8.861358e-06,7.719976e-06,-0.5043916,6.987772e-06
ENSG00000159674,-1.8603878e-05,4.118297,-4.274516e-05,-6.340343e-05,21.436577,-3.540996e-05,-3.1569798e-05,0.11626247,3.2661338,-2.9996781e-05,0.053473823,-2.9384231e-05,-5.4780896e-05,-0.040951923,-0.6885828,-2.9524794e-05,-2.0874628e-05,-3.5361434e-05,-3.6176025e-05,-3.6234647e-05,-2.872669e-05,-3.9193816e-05,-28.663975,-1.2990563e-05,-3.4148536e-05,-2.2905879e-05,0.40340433,-3.5822395e-05
ENSG00000159713,0.00023349738,11.81243,0.00039909128,0.0003770383,-1.8051858,0.00021400365,0.00021667886,1.1575963,40.305393,0.00022655328,-2.2530603,0.00023848383,0.00039178,-2.8620527,-1.1272348,0.00023314045,0.00021860999,0.00023488264,0.00024580897,0.00028153873,0.00023478256,0.00034007028,-45.720776,0.00021171645,0.00024443906,0.00018649932,0.48791635,0.0002447381
ENSG00000159723,-4.1039366e-06,-0.8873791,-1.2658546e-05,-1.6518841e-05,-0.29857656,-6.6775547e-06,-6.5390373e-06,1.1725367,-0.047031827,-7.558048e-06,-0.06629474,-8.055051e-06,-1.6305701e-05,0.5189317,0.7770721,-6.9956277e-06,-5.2158393e-06,-7.25341e-06,-6.227992e-06,-1.01809665e-05,-6.4953742e-06,-8.416427e-06,0.38637412,-5.042928e-06,-9.080917e-06,-5.098962e-06,-1.5554729,-1.0616117e-05
ENSG00000159763,1.5774423e-05,-8.16529,2.5632056e-05,3.0033347e-05,-5.6232157,2.2122427e-05,2.0489368e-05,-0.008401608,-5.4678507,2.2982576e-05,0.0037127328,2.7590197e-05,5.6854983e-06,1.7977793,-0.28208184,2.0184036e-05,3.3867982e-05,3.4854143e-05,1.1146672e-05,1.0206062e-05,1.8442932e-05,7.3094193e-06,18.297947,2.7697994e-05,2.1969405e-05,1.7610762e-05,-0.55299026,1.6754246e-05
ENSG00000159958,3.9626953e-05,-0.07229082,4.2241114e-05,3.379717e-05,-1.1918422,4.4917e-05,3.5058376e-05,-0.031687148,0.5503033,2.2930342e-05,-0.20538698,2.1705227e-05,1.5081279e-05,-0.6952234,0.07429087,1.8639568e-05,4.8765858e-05,3.523521e-05,1.3507716e-05,2.8274944e-06,2.7990967e-05,2.500026e-05,-0.16529278,1.9435132e-05,2.284984e-05,1.9323052e-05,1.7366221,1.6931088e-05
ENSG00000160013,1.4831543e-06,0.2148425,2.9691728e-06,1.6618997e-06,-0.14991982,1.4151904e-06,1.9012294e-06,0.09789014,0.009254774,2.3911612e-06,0.6766133,1.8582549e-06,2.4662008e-06,-0.24676043,-0.13162343,2.0303542e-06,1.7759156e-06,2.001202e-06,2.1716646e-06,2.4034507e-06,2.423014e-06,2.7179653e-06,-0.09158364,2.0069347e-06,3.1176025e-06,2.5994052e-06,-0.37875515,2.2725778e-06
ENSG00000160180,0.00033516265,-39.900257,0.00042577216,0.0004917213,-47.064045,0.00051484915,0.00029267167,17.190542,16.942802,0.00030285816,-1.7234052,0.00027395782,0.00057539414,-11.035011,1.7963454,0.00026631332,0.00024466446,0.00025561507,0.0004340214,0.00025310073,0.00032885818,0.0006590523,65.95325,0.00029188118,0.00028993355,0.00027385246,-2.1670182,0.00030099385
ENSG00000160182,-8.140405e-06,-0.33920276,-1.9384044e-05,-1.6616395e-05,-5.170866,-3.3854326e-06,-5.0650515e-06,0.044231404,-2.9838402,-1.0950038e-05,0.0451555,-3.2162015e-06,-2.1288219e-05,0.12684552,0.17881149,-6.023297e-06,-3.1166148e-06,-2.8810564e-06,-9.255123e-06,-1.4231217e-05,-1.1274935e-05,-1.8870005e-05,8.27702,-6.4458695e-06,-1.1671909e-05,-6.7133938e-06,-0.17796387,-7.14842e-06
ENSG00000160188,5.1873685e-05,-2.7285564,9.618024e-05,9.073064e-05,-3.9743679,5.9086815e-05,5.174877e-05,-0.29098827,37.463863,5.3708605e-05,-0.25863075,5.7767596e-05,8.16529e-05,0.3532372,-0.23783867,5.3477354e-05,5.5407283e-05,6.061444e-05,4.9024522e-05,6.557246e-05,5.5762484e-05,8.154812e-05,-29.91026,5.7235575e-05,5.323984e-05,4.521981e-05,-0.41762438,4.8479105e-05
ENSG00000160255,-4.6707646e-06,-0.6548374,-9.484336e-06,-1.2693923e-05,-2.1929784,-5.9579224e-06,-6.133855e-06,2.2240021,-1.4949375,-5.4422785e-06,-0.69473493,-5.831896e-06,-5.4520196e-06,1.5737958,-1.5731535,-6.8864847e-06,-6.895225e-06,-1.0908081e-05,-5.9053523e-06,-7.675872e-06,-4.3903724e-06,-6.6730518e-06,2.9469693,-5.348056e-06,-4.636555e-06,-5.9069253e-06,-0.13400048,-7.581044e-06
ENSG00000160298,1.7909844e-05,-2.8218808,2.3231469e-05,2.6585043e-05,2.3177876,2.1909278e-05,2.8259958e-05,-0.30097038,2.2954628,1.7018408e-05,0.06025373,1.6477012e-05,1.3435402e-05,0.16088909,-0.018477993,2.1046812e-05,2.2486085e-05,1.545822e-05,2.5309851e-05,1.8797651e-05,1.4587522e-05,2.573595e-05,-1.0015734,1.3348289e-05,2.0866952e-05,1.4047874e-05,-0.6918628,1.6237247e-05
ENSG00000160307,4.7504695e-06,-0.22872762,5.359449e-06,8.309439e-06,-1.6846317,4.468003e-06,4.5335855e-06,0.19589722,-0.0077036023,2.8974546e-06,-0.0034593237,6.3791467e-06,5.2691894e-06,3.7077217,0.31768894,3.2394576e-06,5.87312e-06,5.820898e-06,5.550348e-06,2.78835e-06,6.154041e-06,4.4625035e-06,0.45503435,4.0527357e-06,2.7603949e-06,3.176996e-06,-2.7519116,4.6984687e-06
ENSG00000160345,1.1517571e-05,-2.1545854,1.3061144e-05,-1.2907496e-05,-5.9652033,7.0998326e-06,1.9368174e-06,-0.06776231,33.192913,2.3065845e-06,0.09697922,3.708388e-06,1.1398398e-05,0.79272157,-0.22103839,5.2932282e-06,3.0110068e-06,1.1163619e-06,5.902887e-06,4.985066e-06,2.0558618e-06,1.5419728e-05,-25.277405,1.0599462e-05,-7.5259068e-06,-3.862115e-06,-0.3966922,-1.8089002e-06
ENSG00000160401,3.244524e-07,-4.3826084,2.3606997e-06,-7.74932e-06,-5.0867066,-4.611671e-07,-1.7231243e-06,-0.41404912,38.420868,-1.6861354e-06,-0.49893364,-3.1452187e-06,8.043061e-06,-0.16077667,-0.4309219,-3.8077274e-06,-6.3391008e-06,3.0886479e-06,-1.1742442e-06,9.786064e-08,3.527765e-06,5.589237e-06,-25.795252,1.6593505e-06,-1.5266944e-07,-1.7516157e-06,-1.6516176,2.3990417e-06
ENSG00000160472,1.2257717e-05,-1.1793215,2.9828301e-05,4.2254323e-05,-3.1525633,1.8653052e-05,1.7618671e-05,-0.05862397,30.557426,1.5334672e-05,-0.32808578,1.7484954e-05,3.1888343e-05,-1.35762,-0.4677557,1.6691778e-05,1.7718447e-05,1.7858914e-05,1.9430172e-05,2.1280342e-05,1.8089888e-05,2.0600371e-05,-22.833122,1.2481436e-05,1.6651999e-05,7.656832e-06,-1.1806983,1.2720352e-05
ENSG00000160593,1.7168828e-05,-2.4589896,2.026163e-05,3.7327165e-05,-0.570689,1.4801973e-05,1.9374671e-05,1.3334068,-0.35855484,2.0039073e-05,-0.21510226,2.8498194e-05,1.7533604e-05,1.9307032,0.9368729,2.4331703e-05,2.3657934e-05,3.076762e-05,1.7347524e-05,2.3080276e-05,1.879566e-05,1.2794415e-05,-0.0067556575,1.5715388e-05,1.8426346e-05,1.8478831e-05,-0.5912888,1.847444e-05
ENSG00000160654,1.493979e-05,-0.54760253,1.0281775e-05,1.4835799e-05,-8.289309,2.2495644e-05,1.4111801e-05,-0.7840594,-1.8462638,1.2033154e-05,-0.87605935,1.6551585e-05,1.6465963e-05,-11.168778,-0.33041802,1.3966185e-05,1.6903567e-05,1.1791371e-05,1.34016145e-05,1.2831723e-05,1.50777305e-05,1.309338e-05,-0.40776694,1.4634899e-05,5.137828e-06,9.890184e-06,24.249992,1.2940868e-05
ENSG00000160678,1.6455177e-05,-3.2572527,1.5748068e-05,-2.949127e-07,-0.7918142,7.706527e-06,5.7737125e-06,0.2251029,0.51474786,6.8153827e-06,0.10184165,1.14493605e-05,2.1975358e-05,-0.7987895,0.055265296,1.0661449e-05,1.5072458e-05,1.5033122e-05,6.6073453e-06,1.8097182e-05,1.346499e-05,1.950491e-05,4.19795,1.4089151e-05,9.234135e-06,1.321962e-05,-0.24728046,1.22660185e-05
ENSG00000160683,1.6687909e-05,-0.038936637,1.5365633e-05,1.9521942e-05,-0.3955721,1.5744932e-05,1.7258459e-05,-0.028389115,0.07451745,1.5630278e-05,0.01793506,1.638137e-05,1.0480795e-05,0.09346232,0.16163667,2.0511678e-05,2.2653676e-05,2.2655773e-05,1.0857692e-05,1.0226682e-05,1.1721198e-05,1.1091693e-05,-0.15947114,1.1934903e-05,1.4878098e-05,1.3017051e-05,0.27452576,1.5691074e-05
ENSG00000160856,-6.0238114e-07,-0.13019112,-4.7481302e-07,-1.0280828e-06,-0.54435265,-4.0012412e-07,-7.563452e-07,-0.12516953,-4.5950757e-05,-7.1844755e-07,-0.0009281541,-7.3534295e-07,-5.0184724e-07,0.081610285,0.0028175015,-8.9939596e-07,-7.835608e-07,-7.081839e-07,-8.8464657e-07,-8.283078e-07,-6.9640106e-07,-6.872763e-07,0.21561849,-5.8023426e-07,-6.9229935e-07,-7.4536484e-07,0.5006537,-5.9460774e-07
