,AT1,AT2,Arterial EC,B cell lineage,Basal,Bronchial Vessel 1,Bronchial Vessel 2,Capillary,Ciliated,Dendritic cells,Fibroblast lineage,KRT5- KRT17+ epithelial,Lymphatic EC,Macrophages,Mast cells,Megakaryocytes,Mesothelium,Monocytes,Neutrophilic,Non-T/B cells,Proliferating cells,Rare,Secretory,Smooth Muscle,Squamous,Submucosal Secretory,T cell lineage,Venous
NCAM1,-1.3184129e-15,0.0,0.0,-1.1272435e-09,3.4415363e-05,,,0.0,0.0,2.429962e-11,-1.6717374e-07,,7.611748e-14,0.0,0.0,,1.48987e-14,4.3078563e-15,,3.3980994e-13,,4.179918e-08,-9.103255e-09,-6.141727e-14,,-5.388512e-13,-1.187039e-10,0.0
GGTLC1,-8.518243e-11,-4.9821287e-05,0.0,5.619701e-10,2.267456e-05,,,0.0,1.8220682e-07,5.6228222e-14,-1.7029898e-10,,2.2227484e-10,1.3245477e-10,0.0,,0.0,1.0088252e-16,,0.0,,0.0,-0.00020508439,1.3176215e-13,,4.214816e-16,0.0,2.9003897e-10
MS4A3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.298191e-10,,0.0,7.128019e-11,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
MS4A2,-1.7326227e-11,0.0,-1.485171e-11,1.5993113e-15,0.0,,,0.0,-2.2924842e-08,-3.247456e-12,-1.498631e-08,,-6.3809237e-15,-9.671845e-09,0.0016891151,,0.0,1.9169916e-14,,1.1470366e-13,,-5.0039556e-15,2.6527046e-05,-4.2598364e-12,,9.348323e-12,-7.915224e-15,0.0
ESAM,-1.9116118e-11,-4.136218e-05,4.1164494e-10,4.9038064e-14,0.000111197936,,,8.0277576e-05,3.214063e-08,2.2552957e-10,-4.624967e-14,,-7.0598895e-11,0.0,6.0651037e-06,,2.6937607e-13,2.3991852e-12,,2.6885671e-13,,0.0,-8.957538e-07,-1.4938104e-12,,-5.3229782e-15,0.0,-5.958373e-11
TAGLN,-3.4720755e-09,0.00018537689,2.1703065e-11,-1.0983635e-09,-8.5974934e-05,,,-1.847446e-06,-1.3048829e-07,3.8103964e-10,0.00026083394,,2.788978e-10,9.911729e-05,3.6395348e-05,,-1.9456067e-10,1.5865918e-12,,1.127116e-13,,2.2381466e-08,-0.00023122468,-3.5575065e-10,,1.3645144e-09,-1.5939474e-06,7.391575e-12
CDC42EP2,6.4903573e-13,3.21243e-06,9.9265505e-14,-1.0194371e-11,9.8170225e-05,,,2.4149009e-05,-9.527573e-08,-4.5663098e-10,4.0871755e-09,,-1.8282355e-11,-2.6490954e-10,-4.7532845e-05,,9.610667e-11,1.5532112e-12,,-4.1334414e-16,,-1.2848378e-08,-2.6077814e-05,-3.904132e-14,,9.400096e-11,1.9550324e-08,-3.3251402e-13
KLRF1,7.481916e-13,-2.9802322e-10,8.077095e-14,-6.6901246e-12,9.607701e-05,,,0.0,-7.3359563e-10,-1.5121217e-12,-1.7029898e-10,,1.9710899e-14,-1.6126367e-07,-6.6227385e-10,,1.607875e-13,1.4756403e-11,,-1.45197925e-11,,7.2771796e-11,2.1597367e-10,-1.04470145e-16,,1.007431e-11,3.6106347e-05,-8.0426705e-16
FCGR1A,-1.2596944e-12,4.179627e-06,8.2446536e-11,-2.3531405e-10,0.0,,,0.0,-4.584971e-10,-3.277196e-11,2.9406e-05,,1.2542606e-13,-6.417434e-08,0.00028905354,,-9.888033e-11,-4.8041844e-12,,1.4433408e-14,,0.0,4.644499e-05,-2.6865808e-14,,-1.9440485e-10,2.3472138e-07,1.7981974e-11
ARID5B,-3.4149358e-10,6.939646e-05,-7.121956e-13,-1.0910757e-08,-0.00027981828,,,0.0,9.920668e-05,8.65466e-11,-4.630101e-05,,1.1732894e-10,2.3301243e-05,1.8736877e-05,,-1.8996684e-11,1.3893674e-12,,-9.417589e-13,,-8.491158e-09,-0.00018012596,2.5846675e-11,,1.2530346e-09,3.2881499e-06,-1.4370232e-12
CD226,-6.934545e-11,-1.4901161e-10,0.0,-6.743507e-10,-1.7768878e-07,,,0.0,-6.473933e-10,1.5391959e-10,2.2138869e-09,,-2.2780017e-16,0.0,-5.0828194e-06,,0.0,-1.7329318e-12,,-9.786459e-14,,-2.0420067e-08,2.1674416e-10,2.1918839e-15,,-8.337891e-12,-1.3626218e-06,1.2553266e-17
RGS18,-6.6748573e-10,-4.199849e-14,2.0120349e-12,1.3778197e-10,-3.1619072e-06,,,-8.7139015e-06,-2.2904523e-10,1.1413295e-09,0.0,,0.0,7.417467e-09,0.00035655446,,4.8030227e-13,-4.544102e-11,,-1.757774e-11,,-1.2860922e-09,0.0,3.4496e-15,,4.8405432e-11,1.910925e-07,1.0346456e-15
PRSS23,3.7060623e-09,-0.00012727088,1.616796e-10,4.531841e-09,0.0012770923,,,3.589362e-05,-1.3467796e-05,3.3554115e-09,2.4455105e-05,,1.7039552e-10,2.6490954e-09,-5.5480497e-05,,-1.02152856e-10,4.6708243e-10,,7.6591706e-13,,-8.5201954e-08,-0.0011253869,-5.0861355e-12,,-5.082764e-09,-4.909754e-06,2.0399572e-13
ENKUR,1.2915762e-13,1.4893703e-10,0.0,0.0,2.8532315e-07,,,0.0,1.7137391e-07,-1.629601e-11,0.0,,-7.714751e-14,0.0,0.0,,4.5147913e-14,-6.7984855e-16,,0.0,,9.415416e-09,1.9006597e-05,7.634529e-17,,5.877496e-12,0.0,6.0563923e-15
CACNA2D4,-1.1298233e-12,1.0184434e-06,-2.5315668e-12,2.6560353e-12,0.0001967187,,,0.0,0.0,3.742962e-11,-1.7029898e-10,,2.2915015e-16,0.0,9.674941e-08,,1.6878443e-14,-3.5346476e-12,,1.9116671e-16,,0.0,-1.2326011e-05,8.0477844e-13,,-4.2955473e-10,-1.3935566e-07,0.0
ATP6V1G3,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.7675735e-07,1.0510477e-10,0.0,,2.3461411e-17,0.0,6.602902e-14
AKR1C2,-8.737134e-12,-5.273641e-06,-2.3822992e-12,5.2484095e-10,0.0022507983,,,0.0,-0.00020351265,9.88308e-12,1.2526682e-05,,1.301802e-11,-6.531802e-05,-0.00027596907,,-6.970086e-13,2.899203e-14,,-8.938914e-16,,-1.00249245e-07,5.6354525e-05,5.7815406e-14,,5.3649516e-09,-5.2261305e-07,-3.5031108e-12
ADAM8,-5.853504e-14,5.982117e-08,-1.2793232e-13,-1.9279936e-10,-8.60796e-05,,,0.0,-3.2130476e-08,4.1413975e-10,-1.3623919e-09,,3.1056572e-12,3.973643e-10,-1.4008885e-05,,0.0,1.3016687e-12,,7.3870754e-13,,2.4933707e-08,1.9884583e-08,4.3300515e-16,,-5.734817e-10,-5.418062e-08,3.075296e-16
FLI1,8.005144e-11,-2.2239983e-06,3.0842953e-11,7.514189e-09,2.088525e-13,,,3.595194e-06,-1.967613e-08,-4.5581688e-10,0.0,,-1.2571005e-10,1.7828411e-07,-4.7069134e-05,,8.1045454e-14,1.7607261e-11,,1.8291668e-12,,7.9085085e-09,-5.4192306e-10,-3.7694e-12,,-2.497994e-12,9.222806e-06,-5.0635594e-12
PARP8,4.601916e-12,1.8652323e-05,-2.0931933e-11,-4.3414814e-09,-0.00030977253,,,0.0,-6.813648e-06,3.172545e-11,-3.9168766e-09,,1.5071103e-12,-3.1789145e-09,5.115197e-05,,-1.1249114e-12,6.381279e-13,,2.6677459e-13,,-1.7160636e-07,0.00011236797,-7.4297616e-13,,1.46036e-10,3.9040447e-06,1.4637985e-12
DST,-6.6459616e-10,-1.10131204e-07,1.5242356e-12,3.53755e-09,0.0006867893,,,0.0,-1.1567062e-05,1.593348e-09,-7.71813e-05,,-1.0995115e-10,-7.967883e-06,9.987895e-05,,2.1343512e-11,-3.6314875e-12,,8.0715565e-14,,-1.2352646e-07,-0.0006250837,-1.1107572e-12,,-2.288312e-08,-5.380393e-06,2.099634e-10
BAG3,-1.455013e-10,8.826617e-05,1.7315859e-11,-2.3644993e-09,-1.8813224e-05,,,-1.1920929e-09,-6.108045e-05,7.8230436e-11,1.1006025e-05,,2.1946849e-10,2.212657e-07,-0.0001048271,,6.1496266e-11,7.494295e-13,,3.798941e-14,,-3.504807e-09,-0.0006343473,-7.521368e-12,,-6.412543e-10,-1.8262863e-07,-2.792221e-12
HSPB8,-1.4209996e-11,2.9911753e-05,-8.279431e-12,5.9636347e-18,0.0002646933,,,4.327856e-06,4.8142215e-09,2.8617899e-13,7.396687e-05,,-5.4539406e-10,0.0,0.0,,6.456469e-12,-3.7398765e-13,,2.5776487e-15,,4.9802384e-08,-5.7093577e-05,9.1881554e-12,,1.7010642e-09,0.0,-5.108092e-11
PDE3B,-8.507026e-16,4.321805e-09,-5.6994784e-11,-2.0835458e-12,-9.099469e-06,,,0.0,2.3566757e-08,-7.334775e-11,4.8278827e-05,,8.385457e-12,6.6227385e-10,5.717811e-05,,-1.7756765e-16,4.7588252e-14,,1.3852616e-12,,-5.775888e-08,6.5059585e-10,-6.742297e-13,,-1.6663075e-12,-5.8174134e-08,1.2241419e-11
CAMK4,-5.652131e-13,0.0,0.0,-1.5659566e-09,0.0,,,0.0,0.0,-3.5684934e-12,0.0,,3.5861833e-14,0.0,0.0,,0.0,0.0,,-1.1814561e-12,,-1.2766421e-09,-3.4578517e-11,0.0,,-1.5373769e-09,1.517117e-06,1.3604331e-11
ZFP36L2,-3.053223e-10,0.000435634,-1.3859659e-10,-2.3366582e-08,-7.9914e-05,,,-7.294532e-05,-7.8402445e-05,-6.184799e-09,-0.00020623207,,3.572152e-11,6.1348405e-06,0.0005663154,,-3.273099e-11,6.127343e-10,,-5.0192225e-11,,1.4469133e-07,-0.00043914173,1.2480326e-11,,-1.5395136e-09,1.1531833e-05,2.1656654e-11
SPEF2,3.1639559e-12,8.6128715e-08,1.3363125e-13,7.811644e-10,-9.385258e-10,,,5.3048133e-08,2.2573052e-07,5.4911515e-15,-9.877341e-09,,-3.5905129e-12,0.0,-5.1524904e-07,,1.7112858e-10,-4.4704033e-13,,-1.3627667e-14,,4.3902027e-08,-0.00012722221,3.8420885e-15,,9.6823105e-12,3.9339065e-09,-7.846212e-12
SPARCL1,1.0033805e-10,-3.959367e-05,2.5499455e-10,-5.6703784e-09,0.00022519227,,,4.0269144e-05,-1.1043833e-06,8.024378e-10,0.0005961737,,-7.8991347e-10,-0.00015647312,-6.5809305e-05,,5.532706e-12,3.2482877e-11,,4.282122e-14,,-2.701508e-09,-0.00041196073,-1.238675e-10,,5.429344e-09,-6.6372754e-06,-6.714111e-11
CAPSL,1.0653479e-11,0.00019305958,-1.0037397e-13,3.415396e-12,-7.691228e-08,,,0.0,6.7049923e-06,9.301458e-10,0.0,,-2.3239138e-16,0.0,0.0,,0.0,-4.860773e-13,,5.391534e-17,,4.3120863e-08,-1.8653913e-05,2.2587618e-17,,1.0829823e-08,0.0,-2.4414466e-14
GJA1,9.652152e-11,0.0003068628,-1.3413275e-11,5.990063e-13,-0.00011964817,,,0.0,1.9494337e-07,2.2089823e-11,6.442206e-05,,1.2130043e-10,-1.2723605e-06,-1.9330046e-06,,5.894668e-11,2.5056395e-14,,2.9099457e-11,,-4.47664e-12,-2.5041692e-05,1.7828331e-12,,-3.076272e-10,0.0,2.0274844e-11
CCNO,1.3197934e-15,-8.08686e-06,0.0,4.465205e-11,4.333534e-05,,,0.0,0.00073153764,-6.0896523e-15,0.0,,0.0,0.0,0.0,,9.629222e-11,-2.1321158e-13,,2.473273e-17,,-8.286818e-08,-0.00017160305,-6.743437e-15,,-7.83826e-12,0.0,-4.5264922e-10
TCTEX1D1,0.0,0.0,6.113122e-14,5.4787837e-13,1.1770987e-10,,,0.0,1.3955881e-06,1.8120889e-13,0.0,,-2.053537e-13,0.0,1.7505123e-05,,0.0,-1.1596647e-12,,0.0,,-1.4311191e-08,-0.00017326328,0.0,,6.360289e-11,0.0,5.9553577e-12
WDR78,-1.2017511e-13,-6.563093e-14,-1.3107892e-13,-2.920919e-10,-1.59174e-06,,,0.0,4.6154568e-07,1.0759587e-11,0.0,,-9.095787e-14,0.0,1.5265412e-07,,-7.386546e-15,-6.011598e-15,,-4.805876e-16,,-2.6295456e-08,-4.0857783e-05,5.997707e-11,,1.6046624e-11,-2.1563806e-17,-5.2393663e-17
JAKMIP1,0.0,0.0,-3.627659e-17,-1.6170714e-11,0.0,,,0.0,0.0,8.977619e-14,0.0,,2.1743055e-17,0.0,0.0,,0.0,0.0,,1.6355381e-14,,1.8940703e-07,0.0,0.0,,1.200274e-11,-1.192093e-10,0.0
NR4A2,2.064467e-11,-0.00025533963,-2.3124056e-11,6.026282e-10,0.0005033049,,,0.0,-2.614479e-05,-8.2077534e-10,-2.920304e-05,,1.037822e-11,-2.000067e-08,0.00034548866,,-1.7343746e-11,3.0227494e-11,,-6.563486e-12,,6.6633305e-08,-1.5749249e-05,-1.3439466e-10,,-3.28359e-10,2.3644566e-06,5.4656987e-11
CD96,-4.3885364e-12,6.638467e-08,2.4652138e-17,-7.1518697e-13,8.940697e-09,,,0.0,-4.628826e-17,-8.566821e-12,-3.2356806e-09,,1.6136234e-13,0.0,1.7587344e-06,,0.0,4.26547e-12,,-1.6986693e-11,,-1.24531585e-08,4.2590475e-08,-1.4998323e-14,,1.06481525e-11,8.899331e-06,-7.6912645e-14
FAM81B,-4.1430978e-15,5.771294e-06,0.0,0.0,7.7740117e-07,,,0.0,1.0552501e-06,7.350364e-12,0.0,,0.0,0.0,0.0,,-1.8529278e-10,-1.5291483e-12,,0.0,,5.7586744e-12,-0.00014266957,2.8656787e-16,,-1.2440156e-11,0.0,8.072009e-15
LPCAT1,-5.444023e-10,0.000108638604,6.4849207e-12,1.4112332e-09,-0.00011926197,,,0.0,7.584887e-08,7.621161e-10,9.021418e-06,,1.4536633e-10,6.967121e-08,-0.00025654008,,1.3347505e-11,1.9822984e-11,,1.3854559e-11,,3.749649e-08,-0.0007778405,7.123838e-11,,-2.9234642e-10,-1.01089476e-07,3.6323347e-11
C16orf89,-1.4645488e-10,-0.0011350109,2.1725696e-13,4.719894e-12,-0.00035594424,,,0.0,-4.4285986e-07,1.998867e-12,-2.826878e-05,,-1.700844e-10,-1.3245477e-10,4.2300428e-05,,-7.1874077e-13,-1.5473569e-11,,0.0,,-1.266146e-08,0.0030192898,-2.5242053e-11,,3.2944265e-11,0.0,1.2927986e-12
CD8A,-5.070415e-14,1.4901161e-10,3.6124314e-16,6.3620506e-13,0.0,,,0.0,3.607884e-14,9.615674e-10,3.1766563e-06,,-6.722374e-12,5.2611034e-07,4.9483446e-05,,0.0,2.6989721e-12,,-3.2839194e-13,,1.7508417e-09,-7.434982e-09,-1.996921e-16,,4.3112545e-12,-1.1566269e-06,4.751399e-15
CNKSR3,-3.572413e-13,-8.594816e-05,9.975401e-09,6.915562e-11,-0.00017668093,,,0.0,-3.387294e-05,-6.8115804e-12,-2.5544848e-09,,-6.304312e-11,0.0,2.0765701e-05,,1.0528832e-11,4.325134e-16,,1.0174587e-16,,-1.211363e-07,5.6882265e-05,6.012055e-14,,7.3201467e-10,4.768372e-10,-2.866876e-12
FAM92B,-3.4195377e-12,-3.6678813e-17,-1.8236786e-16,8.174351e-09,-6.3962245e-05,,,0.0,1.21219155e-05,5.007418e-11,0.0,,1.0077603e-15,2.251731e-09,-5.514594e-08,,-8.712274e-12,-7.418011e-15,,0.0,,6.5796373e-09,-0.00033360795,3.572862e-11,,2.7708658e-11,0.0,2.5514677e-11
CHST9,8.899866e-17,-1.4906484e-10,1.1868269e-08,5.6498542e-11,0.0014564503,,,0.0,0.0003926665,2.8218808e-10,-1.7029898e-10,,0.0,0.0,0.0,,1.3207046e-13,2.3292666e-13,,0.0,,-4.6327273e-08,-0.0013897307,7.7126126e-13,,-7.817949e-09,-1.5681982e-07,1.1540516e-15
THY1,1.9766029e-11,2.8461217e-08,0.0,-1.4476146e-09,-3.5838679e-07,,,0.0,-1.8252573e-15,3.26508e-13,4.015579e-05,,7.255445e-14,3.973643e-10,0.0,,-1.1177343e-09,5.480308e-16,,-5.171476e-15,,0.0,0.0,1.7528283e-11,,-6.5820244e-13,0.0,4.517773e-16
DNAAF1,8.495822e-12,-4.0486455e-07,-1.5731239e-12,-2.3963057e-08,-3.8763795e-07,,,0.0,0.00035192643,-4.5335682e-10,1.7029898e-10,,-1.7390534e-13,1.1920929e-09,-2.900991e-05,,0.0,-5.5012405e-12,,-1.6040266e-16,,-3.1151142e-08,-0.0007039784,2.7639074e-10,,1.0943166e-09,0.0,3.4100974e-14
ROBO4,3.3017e-12,0.0,1.6615497e-11,-4.126977e-18,-1.1808803e-12,,,-5.9604643e-10,0.0,-1.5738764e-13,-6.411677e-15,,-1.8572281e-10,0.0,1.1436965e-05,,8.953869e-12,3.4653847e-13,,2.3907084e-15,,0.0,-7.689324e-13,-8.460845e-16,,8.487177e-12,0.0,-5.7929815e-12
ABI3BP,3.5548106e-11,1.2734183e-06,-2.5158568e-11,1.7323885e-17,0.00011016361,,,0.0,-5.6074217e-08,-8.5596043e-13,-5.4488014e-06,,2.9524677e-10,9.4506476e-08,1.5915102e-06,,3.964507e-10,-2.3959775e-15,,1.5071231e-15,,-2.212546e-09,-5.1959774e-05,-5.957463e-11,,2.401668e-13,-3.74645e-06,3.1075473e-10
ANGPT1,3.9986122e-13,0.0,0.0,-5.1220807e-17,9.536743e-09,,,0.0,0.0,2.9503188e-13,-5.352542e-05,,9.491352e-12,0.0,2.292792e-07,,-1.4877098e-12,-5.815968e-15,,0.0,,-5.2131894e-09,-5.2468346e-07,2.6374875e-11,,-3.980267e-11,0.0,2.1596454e-10
ABCA6,2.9359706e-10,1.5836945e-06,2.997216e-14,5.5711844e-14,0.0,,,0.0,2.5766436e-08,9.5753426e-11,-1.7029899e-09,,-1.3090931e-14,2.6701755e-05,0.0,,-6.737473e-11,-2.6288055e-14,,6.0528403e-16,,8.354228e-09,1.4102459e-06,1.0466276e-12,,1.1798754e-12,0.0,-8.287954e-15
UCHL1,-6.373788e-14,1.10715625e-07,5.75454e-16,2.2184912e-09,-4.2591597e-05,,,0.0,-1.2468516e-07,1.0745689e-11,5.084617e-06,,-2.0967649e-13,-0.00011279616,-6.817421e-05,,-2.812052e-10,-9.3966494e-14,,-2.1693296e-16,,1.1695652e-06,8.8104156e-05,-1.2475047e-12,,1.74357e-10,0.0,0.0
GBP5,0.0,4.4703483e-10,-3.3695232e-12,-8.378992e-09,-4.2678475e-05,,,0.0,8.078722e-08,4.576797e-12,-5.1089697e-09,,-7.6848995e-15,-3.973643e-10,-0.00020105214,,2.6244215e-14,-7.735974e-13,,3.5437492e-13,,9.329523e-15,-6.7566714e-07,1.8974275e-16,,1.9970021e-14,4.529953e-09,-2.844139e-14
CCDC173,8.805352e-15,0.0,0.0,1.0920187e-12,-6.335797e-07,,,0.0,0.0003009537,-3.0313838e-11,0.0,,-1.4314523e-11,0.0,0.0,,3.3260749e-12,-3.268793e-14,,0.0,,8.004308e-09,1.2724204e-05,2.6564261e-11,,-3.973789e-11,9.059906e-09,9.9552265e-15
PDLIM3,4.4166265e-10,0.00056105276,-4.702962e-11,4.9848796e-09,-3.4124052e-05,,,0.0,4.383234e-08,5.9113284e-11,0.00012197968,,1.7479272e-10,-4.9681264e-05,-1.8935733e-06,,-1.2210472e-11,1.277223e-13,,1.6535876e-15,,4.669644e-08,-0.00023900934,-6.895031e-11,,-2.541927e-12,-3.7369728e-06,-2.436654e-13
SORBS2,5.437108e-12,-4.4291817e-05,-6.4215564e-12,-7.92012e-11,-7.999199e-05,,,-1.07288365e-08,-8.208416e-06,-1.811154e-11,3.579489e-05,,-5.1607572e-11,0.0,-5.4397085e-05,,6.256508e-11,3.1364206e-11,,-2.0169956e-17,,-8.991753e-08,0.00062773813,4.330397e-11,,7.467028e-10,0.0,-1.1940242e-11
JAM2,2.1761688e-14,-1.8073077e-08,2.8156543e-11,-6.191375e-11,1.3393328e-05,,,1.7881393e-09,0.0,-1.02385074e-13,-3.3923558e-07,,-5.5822416e-11,0.0,-9.919223e-05,,8.169455e-13,6.403317e-13,,6.043628e-16,,-3.1151395e-09,1.2657866e-12,-4.010414e-15,,-1.4743657e-13,8.718908e-06,-9.150392e-12
ADAMTS1,1.510448e-11,0.00027737755,4.4306853e-11,-7.740644e-10,3.7893547e-05,,,0.0,-5.163671e-16,-2.405996e-11,-2.9486418e-06,,6.3180364e-11,0.0,-1.3245477e-10,,-1.8448111e-11,2.1515087e-13,,2.6467786e-14,,1.4288888e-09,2.6759e-05,-5.321283e-11,,-9.39101e-10,0.0,1.6688505e-11
OXNAD1,-7.613561e-13,-2.027808e-07,-2.8096915e-13,-4.500783e-10,-9.663893e-06,,,0.0,-4.5528783e-08,-5.0030896e-10,-6.777048e-07,,9.886613e-13,-9.076131e-06,-5.401771e-06,,-4.0444438e-13,1.5286137e-11,,3.5879608e-14,,-1.9136769e-08,-2.1955491e-05,2.097731e-13,,-3.0797854e-11,1.88905e-06,1.2047778e-12
DKK2,5.5863104e-14,-1.0807812e-06,3.355498e-10,0.0,1.0162592e-07,,,0.0,0.0,-8.426878e-12,9.615081e-07,,-8.432799e-11,0.0,0.0,,0.0,0.0,,1.0034669e-15,,-2.506102e-09,2.5959554e-05,0.0,,1.6087155e-14,0.0,-7.563094e-14
SAMSN1,-2.172265e-11,-2.1156366e-06,-1.2025866e-10,9.5375965e-09,1.0026084e-06,,,0.0,2.1729911e-06,4.9082083e-10,-0.0001408204,,6.756963e-13,-3.963795e-05,0.0001884197,,-3.8130055e-12,2.288444e-11,,-4.39393e-12,,7.0713924e-10,-1.2697923e-06,2.4841634e-11,,-6.6900336e-17,1.4751378e-05,7.550048e-12
XAGE2,6.286352e-12,-0.00025615992,4.3823632e-17,0.0,-9.161353e-06,,,0.0,2.6156645e-16,-1.2713996e-15,0.0,,5.0827615e-16,0.0,0.0,,-2.1130948e-15,8.6483054e-16,,-5.3791786e-14,,0.0,0.0004817387,1.7311864e-15,,0.0,0.0,0.0
PIK3AP1,-3.1002863e-15,8.351345e-05,-5.0184242e-11,8.4938305e-09,-3.0308936e-05,,,-5.3893298e-05,1.8340063e-10,-4.853169e-09,-4.3182197e-05,,-6.127533e-14,0.0,-0.00032838172,,1.0683966e-15,-4.5229917e-11,,1.7992704e-12,,1.420114e-09,-0.00036665087,5.0218076e-12,,1.1090561e-10,-6.1935185e-07,5.4608347e-13
TTN,-1.0451831e-10,0.0007981509,-1.9336275e-12,6.7507115e-12,-4.544886e-05,,,0.0,-2.6592841e-09,6.1451295e-11,-5.1089694e-10,,-7.8193335e-10,-5.4306453e-09,-1.3721976e-05,,1.5554037e-14,-3.9382688e-11,,4.671419e-16,,-1.6032278e-08,5.2320418e-05,1.0227871e-15,,-6.686922e-13,9.937302e-07,1.8398399e-16
VSIG4,-1.032708e-11,-0.00013397158,2.8044292e-10,-1.000637e-09,0.00013140001,,,2.7297987e-05,-7.279882e-08,-4.0854567e-10,0.00030110587,,-1.968298e-11,-2.8665e-05,6.49221e-05,,-7.4618615e-13,5.1802933e-12,,2.9349692e-13,,-3.1400362e-09,4.4383352e-05,9.5319676e-11,,-7.704992e-11,-2.0742436e-06,-1.3514795e-11
OTOA,-1.7170297e-13,-2.9746177e-05,2.9462424e-12,1.0372071e-12,-6.35193e-05,,,0.0,0.0,2.2381907e-09,-3.2961285e-05,,2.829021e-13,1.6055504e-06,8.903351e-06,,1.8889252e-12,-8.174097e-12,,0.0,,0.0,3.1070275e-07,0.0,,1.098298e-12,-1.4792069e-08,-5.279504e-13
SPAG17,2.171994e-14,-2.8920974e-17,-1.2026552e-10,-3.714708e-15,1.521945e-06,,,0.0,4.009478e-07,-1.7288483e-10,0.0,,0.0,0.0,-1.9618578e-06,,-5.830739e-14,-1.9645331e-13,,0.0,,6.4584014e-09,5.315027e-05,0.0,,-8.075984e-12,-1.7291308e-07,3.0863803e-10
SLC26A2,-2.1894128e-10,-8.7841445e-06,2.8366358e-11,1.8888248e-10,-0.000882774,,,7.752432e-06,-2.3914183e-05,3.8742357e-11,2.6396343e-08,,-7.943887e-11,1.0992341e-08,8.434209e-05,,-6.639463e-13,1.391236e-13,,-7.9419826e-16,,-7.337064e-08,0.00014713373,-3.0113572e-13,,2.1593059e-10,9.533756e-10,2.0650656e-12
SLA,3.3235097e-12,-0.00018086543,-4.47945e-11,-1.7200301e-10,-1.2509329e-06,,,-4.493514e-05,-3.9893848e-07,-3.6730494e-11,5.372719e-05,,2.2435448e-13,6.042586e-07,0.00020011951,,-1.0714866e-12,-1.0992384e-11,,-3.7952025e-13,,1.4266182e-11,4.747784e-07,5.3897316e-12,,3.739189e-11,7.593036e-07,-2.6650123e-12
CFAP70,-1.6684196e-13,6.7718327e-07,-2.8827444e-12,-1.3569983e-12,-6.993492e-05,,,0.0,-1.0301104e-05,-1.4640956e-13,-9.562288e-08,,1.6906681e-15,0.0,-3.421867e-05,,3.3748818e-14,-1.4642229e-15,,5.4080907e-18,,2.3560574e-08,-2.1648146e-05,1.1306017e-16,,-4.028954e-11,0.0,6.1282715e-11
WIF1,-1.9485015e-10,0.0010028741,0.0,-4.558868e-12,0.00057683897,,,0.0,1.0214677e-05,-3.3948656e-12,-3.4059797e-10,,1.2939354e-09,1.1656019e-08,7.704231e-07,,-1.4884988e-12,-1.2255078e-11,,2.6959772e-16,,0.0,-0.00031776621,-2.3496838e-12,,1.2436533e-12,0.0,5.76087e-13
KCNMA1,-1.6179384e-13,4.4792538e-05,-4.727127e-11,-8.220611e-11,-2.0780422e-05,,,0.0,-3.0925648e-07,-8.839607e-12,6.386927e-05,,9.742778e-12,7.567141e-07,-0.00017366605,,4.3143657e-15,-3.5139645e-12,,0.0,,-5.7636363e-08,0.000100758065,1.6295198e-13,,-5.563171e-10,-9.722684e-07,1.3861849e-11
BATF,-1.7595954e-12,4.8475255e-07,6.747219e-12,-1.5047669e-10,-0.00022175531,,,0.0,4.9646682e-05,2.023636e-10,-3.731251e-07,,2.4274279e-11,-3.973643e-10,-6.76946e-06,,1.3416877e-12,-1.6850255e-12,,4.399274e-13,,-6.3810246e-09,-0.00029463225,6.952915e-13,,2.44449e-11,-7.390934e-08,-7.775044e-12
CXCL13,0.0,0.0,0.0,0.0,1.192093e-10,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.2897075e-13,6.7707276e-13,,0.0,,-2.8508627e-09,-1.7729773e-05,0.0,,-8.453416e-16,0.0,0.0
TSPAN7,-3.6824524e-10,-0.0001591257,3.056361e-11,2.182575e-09,3.361375e-05,,,9.719133e-06,0.0,1.6585418e-14,-4.9358605e-06,,-6.828004e-11,-2.1192763e-09,-0.0002182173,,3.440497e-12,2.1417946e-15,,0.0,,1.983205e-08,6.357036e-05,-3.908486e-12,,-2.3759713e-13,0.0,2.1699045e-13
RPGR,2.6475374e-12,-5.7325167e-07,6.299539e-11,-1.3711571e-10,2.0843488e-06,,,-1.75606e-05,-2.1090673e-07,-2.1720032e-09,-2.2094591e-06,,-8.0506946e-10,-1.3476223e-10,0.00013350931,,-2.0540565e-13,5.949448e-13,,-1.7926993e-14,,-4.2185658e-08,0.00031575843,1.4307056e-13,,1.4698713e-09,4.7087315e-08,6.323204e-12
PPP2R2B,0.0,0.0,0.0,4.8287526e-14,-6.7403685e-06,,,0.0,-3.988926e-08,-2.7689348e-12,-3.4059797e-10,,-6.126109e-14,-1.4040205e-08,-1.4823146e-05,,1.6842856e-12,-1.9921912e-15,,-1.747506e-11,,1.02634075e-07,5.209826e-06,5.0053677e-14,,1.4173847e-15,7.739246e-06,-1.7135409e-17
